trial,hole,model_y
1,0,0.015736165993141617
1,1,0.7517314866570947
1,2,0.2325323473497637
2,0,0.02592533992716724
2,1,0.21157582221823049
2,2,0.7624988378546023
3,0,0.12943368011389175
3,1,0.850252933660357
3,2,0.02031338622575126
4,0,0.044073094038680635
4,1,0.07217680984341174
4,2,0.8837500961179077
5,0,0.08399355665635082
5,1,0.7938687385194598
5,2,0.12213770482418934
6,0,0.5396267478314073
6,1,0.43506631524567096
6,2,0.025306936922921682
7,0,0.04636383678915052
7,1,0.0463638367893799
7,2,0.9072723264214696
8,0,0.8708194436537269
8,1,0.07875943861139745
8,2,0.05042111773487566
9,0,0.9718091050119847
9,1,0.014095447494007688
9,2,0.014095447494007686
10,0,0.4837867686062611
10,1,0.2371560713969332
10,2,0.27905715999680564
11,0,0.013638786781336764
11,1,0.013638786781333158
11,2,0.9727224264373301
12,0,0.9215929798148613
12,1,0.03920351009228717
12,2,0.03920351009285159
13,0,0.20085558696725375
13,1,0.7738443304803512
13,2,0.025300082552394954
14,0,0.019183059393247107
14,1,0.019183059393227075
14,2,0.9616338812135258
15,0,0.799834271414298
15,1,0.18460256032107297
15,2,0.015563168264629041
16,0,0.24875091730622378
16,1,0.6845401020629232
16,2,0.06670898063085315
17,0,0.7308054626151098
17,1,0.1603957155419311
17,2,0.10879882184295905
18,0,0.12073907414699368
18,1,0.7585326430426886
18,2,0.12072828281031776
19,0,0.7397861090457766
19,1,0.24450651821333638
19,2,0.015707372740887075
20,0,0.9742051174640761
20,1,0.012897441267961999
20,2,0.012897441267961999
21,0,0.07221362771973847
21,1,0.886514793669807
21,2,0.04127157861045441
22,0,0.009431889280904491
22,1,0.6870681147557774
22,2,0.303499995963318
23,0,0.04057652423840673
23,1,0.04057652423821819
23,2,0.918846951523375
24,0,0.022378310679026556
24,1,0.04090799605201643
24,2,0.936713693268957
25,0,0.03001613477354902
25,1,0.47520183635639296
25,2,0.4947820288700581
26,0,0.018846121391640623
26,1,0.23788830940557817
26,2,0.7432655692027812
27,0,0.019739220668826284
27,1,0.07023178392935979
27,2,0.9100289954018138
28,0,0.0827479150898242
28,1,0.8240462887157006
28,2,0.09320579619447515
29,0,0.608423133453535
29,1,0.13811851948487314
29,2,0.2534583470615918
30,0,0.13130859047483523
30,1,0.8486712577684408
30,2,0.020020151756724044
31,0,0.7300554820522865
31,1,0.15796136577576206
31,2,0.11198315217195155
32,0,0.07850845174987618
32,1,0.6922722915369531
32,2,0.22921925671317073
33,0,0.022434295750430006
33,1,0.9551314084992482
33,2,0.02243429575032181
