trial,hole,model_y
1,0,0.03188418749757377
1,1,0.14733941835944428
1,2,0.8207763941429821
2,0,0.034473140759949776
2,1,0.018008588901049928
2,2,0.9475182703390004
3,0,0.007314622201955686
3,1,0.9921422975938611
3,2,0.0005430802041831938
4,0,0.0009087435801262582
4,1,0.0039023377836248673
4,2,0.9951889186362488
5,0,0.030663141023156155
5,1,0.9598743036436714
5,2,0.009462555333172414
6,0,0.874940841819642
6,1,0.11818459669618003
6,2,0.006874561484178075
7,0,0.0007959305071867633
7,1,0.01656365812797538
7,2,0.9826404113648378
8,0,0.8928450755408185
8,1,0.07845831898109133
8,2,0.028696605478090206
9,0,0.9977684103515556
9,1,0.0003607887469279193
9,2,0.001870800901516435
10,0,0.6296448161917894
10,1,0.017990703093139226
10,2,0.3523644807150713
11,0,0.0005024199837666135
11,1,0.0005224163424811677
11,2,0.9989751636737522
12,0,0.9544209298510161
12,1,0.0008898278965510225
12,2,0.044689242252432954
13,0,0.34599128538100193
13,1,0.6533179306986733
13,2,0.0006907839203246792
14,0,0.001093841789825981
14,1,0.0008148734209541694
14,2,0.9980912847892199
15,0,0.9699114055735558
15,1,0.011216066771392884
15,2,0.018872527655051256
16,0,0.02079304936093057
16,1,0.9519913832790188
16,2,0.027215567360050624
17,0,0.9788131107130066
17,1,0.011929039710564446
17,2,0.009257849576428943
18,0,0.009749704405700178
18,1,0.9360036318020382
18,2,0.054246663792261646
19,0,0.9829266968092646
19,1,0.01614114319104037
19,2,0.000932159999695002
20,0,0.993547382767219
20,1,0.0002284573075249295
20,2,0.006224159925256089
21,0,0.0015899405773957657
21,1,0.9976567628397788
21,2,0.0007532965828254536
22,0,0.00015354540625571792
22,1,0.6953854294764299
22,2,0.30446102511731443
23,0,0.06578281331147565
23,1,0.05072603912438856
23,2,0.8834911475641358
24,0,0.0004666448667774406
24,1,0.0011084828451199912
24,2,0.9984248722881025
25,0,0.045741560619163235
25,1,0.8392239615868381
25,2,0.11503447779399863
26,0,0.0007599271014438673
26,1,0.014733157544494517
26,2,0.9845069153540615
27,0,0.0005136254710518428
