trial,hole,model_y
1,0,0.3522612769614396
1,1,0.03407569235400803
1,2,0.6136630306845524
2,0,0.5003655835586869
2,1,0.03202909619419255
2,2,0.46760532024712065
3,0,0.045205429761333925
3,1,0.9334086644877868
3,2,0.021385905750879303
4,0,0.017171303743876865
4,1,0.045025923703597835
4,2,0.9378027725525253
5,0,0.22103079593481276
5,1,0.7320618651005546
5,2,0.04690733896463248
6,0,0.7490180558122412
6,1,0.1254909720938794
6,2,0.12549097209387944
7,0,0.011778489982386531
7,1,0.24511547122453678
7,2,0.7431060387930767
8,0,0.39577306284935587
8,1,0.3845338964447995
8,2,0.21969304070584464
9,0,0.8664003546632492
9,1,0.021599512555841957
9,2,0.11200013278090891
10,0,0.4929803976471487
10,1,0.028734384169604096
10,2,0.47828521818324726
11,0,0.03342398640736284
11,1,0.03475426395099475
11,2,0.9318217496416423
12,0,0.4711119058619278
12,1,0.010325339652302977
12,2,0.5185627544857692
13,0,0.6640300119682543
13,1,0.3254448755383784
13,2,0.010525112493367364
14,0,0.05013243992434593
14,1,0.0373468934922233
14,2,0.9125206665834308
15,0,0.48778017578130667
15,1,0.024439648437386698
15,2,0.48778017578130667
16,0,0.04440914080791237
16,1,0.738844423007136
16,2,0.21674643618495165
17,0,0.8936073957252758
17,1,0.049620539578590785
17,2,0.056772064696133454
18,0,0.045775591501596456
18,1,0.6995094983867517
18,2,0.25471491011165187
19,0,0.9137836983033422
19,1,0.04540171899806496
19,2,0.04081458269859291
20,0,0.6708877591094721
20,1,0.011652341013716174
20,2,0.3174598998768118
21,0,0.018888509435609727
21,1,0.9654529647145099
21,2,0.01565852584988033
22,0,0.008013280034039236
22,1,0.49819340985461524
22,2,0.4937933101113455
23,0,0.4229751680544187
23,1,0.32616201471775674
23,2,0.2508628172278245
24,0,0.01872148388765698
24,1,0.0243277444723323
24,2,0.9569507716400107
25,0,0.43262706876173657
25,1,0.5013687290317218
25,2,0.06600420220654149
26,0,0.02826045413623236
26,1,0.04340621532837691
26,2,0.9283333305353907
27,0,0.02251013884503283
27,1,0.029647381802366448
27,2,0.9478424793526007
28,0,0.5270247585665133
28,1,0.4419457849033295
28,2,0.031029456530157096
29,0,0.8863553670821747
29,1,0.056822316458912704
29,2,0.056822316458912704
30,0,0.028582115529554083
30,1,0.9519951279298182
30,2,0.01942275654062776
31,0,0.9077677689245457
31,1,0.05188013410095164
31,2,0.04035209697450263
32,0,0.4597107691994217
32,1,0.04768753949458032
32,2,0.4926016913059979
33,0,0.013539130700636623
33,1,0.9584854188311062
33,2,0.02797545046825719
34,0,0.8128077410812509
34,1,0.012173871097993711
34,2,0.1750183878207553
35,0,0.4899882845317784
35,1,0.042763612076692735
35,2,0.4672481033915289
36,0,0.20638406016562658
36,1,0.04174987792326746
36,2,0.7518660619111059
37,0,0.393477364743459
37,1,0.596483130459078
37,2,0.010039504797462875
38,0,0.07394992686206907
38,1,0.07689001582742323
38,2,0.8491600573105077
39,0,0.5963882169510322
39,1,0.03657902077405944
39,2,0.36703276227490844
40,0,0.784818867488746
40,1,0.04828761827164551
40,2,0.16689351423960844
41,0,0.5036665634617531
41,1,0.008747952954832805
41,2,0.48758548358341414
42,0,0.49448847104951327
42,1,0.0647413378411273
42,2,0.44077019110935944
43,0,0.46940354924041683
43,1,0.31239938809118933
43,2,0.2181970626683938
44,0,0.1456240598853909
44,1,0.5011581519112098
44,2,0.35321778820339933
45,0,0.7680505631577842
45,1,0.21977556744557725
45,2,0.012173869396638495
46,0,0.2608282540137212
46,1,0.6995758280573243
46,2,0.03959591792895438
47,0,0.02873438380403555
47,1,0.5174723631980299
47,2,0.4537932529979345
48,0,0.34499143982714425
48,1,0.2855350642798915
48,2,0.36947349589296424
49,0,0.24314401967059052
49,1,0.27460544400283665
49,2,0.4822505363265728
50,0,0.1705174223025443
50,1,0.6077199751434836
50,2,0.2217626025539721
51,0,0.5526739287238743
51,1,0.03830320742201114
51,2,0.40902286385411457
52,0,0.12207242349196519
52,1,0.1269145068938189
52,2,0.7510130696142159
53,0,0.1436000358890033
53,1,0.7403419222414895
53,2,0.11605804186950722
54,0,0.05069428522838302
54,1,0.5287612622730865
54,2,0.4205444524985306
55,0,0.008415840090646639
55,1,0.4993040109274529
55,2,0.4922801489819004
56,0,0.28339339599680446
56,1,0.4737515505541528
56,2,0.24285505344904273
57,0,0.0278825813147285
57,1,0.04342309436672292
57,2,0.9286943243185486
58,0,0.45375042585331016
58,1,0.030370834729730387
58,2,0.5158787394169594
59,0,0.33185127983288104
59,1,0.21181094795451233
59,2,0.4563377722126065
60,0,0.3889553289148729
60,1,0.10673924817862664
60,2,0.5043054229065006
61,0,0.4398071258329655
61,1,0.0076444169765028155
61,2,0.5525484571905317
62,0,0.18903156025612095
62,1,0.06645502981238105
62,2,0.7445134099314981
63,0,0.09458199459837291
63,1,0.4572135878017007
63,2,0.44820441759992646
64,0,0.28652984321571395
64,1,0.5015343568922505
64,2,0.2119357998920356
65,0,0.7604794196294816
65,1,0.013208417799852455
65,2,0.22631216257066578
66,0,0.13687094632644192
66,1,0.414029669709541
66,2,0.4490993839640171
67,0,0.9385395997505439
67,1,0.039957169582976626
67,2,0.021503230666479443
68,0,0.3271953261756062
68,1,0.6374103330753477
68,2,0.035394340749046016
69,0,0.04374844448352805
69,1,0.9440994342035532
69,2,0.012152121312918752
70,0,0.38064004523650913
70,1,0.04712857525041609
70,2,0.5722313795130748
71,0,0.1608553098868327
71,1,0.5205953332948373
71,2,0.31854935681833
72,0,0.7247024077972547
72,1,0.04141770548247925
72,2,0.23387988672026608
73,0,0.0351628712839204
73,1,0.028503985559946904
73,2,0.9363331431561327
74,0,0.027398466516924715
74,1,0.4840727505160944
74,2,0.4885287829669809
75,0,0.636960758319724
75,1,0.06344214408178439
75,2,0.29959709759849157
76,0,0.5231079892565877
76,1,0.026298320226039482
76,2,0.45059369051737275
77,0,0.2289001239442424
77,1,0.7282276286359067
77,2,0.04287224741985076
78,0,0.03259572961109737
78,1,0.5592274276849108
78,2,0.40817684270399185
79,0,0.021529272923247553
79,1,0.038825037175276425
79,2,0.939645689901476
80,0,0.741354506339041
80,1,0.04155959186712921
80,2,0.21708590179382975
81,0,0.07467816549683017
81,1,0.07764663399481067
81,2,0.8476752005083592
82,0,0.009857585480789912
82,1,0.38634745575009566
82,2,0.6037949587691145
84,0,0.8927189928575651
84,1,0.093910256687198
84,2,0.013370750455236878
85,0,0.4412330383659794
85,1,0.5502915927177779
85,2,0.008475368916242485
86,0,0.011407992302891697
86,1,0.1010954569665823
86,2,0.887496550730526
90,0,0.10442740413783011
90,1,0.10856236823824233
90,2,0.7870102276239277
91,0,0.48292577902283934
91,1,0.3872848017002695
91,2,0.12978941927689105
93,0,0.01620286866313938
93,1,0.950104398466977
93,2,0.033692732869883654
94,0,0.25481903823050633
94,1,0.28539781172283735
94,2,0.4597831500466564
97,0,0.5520647693911328
97,1,0.0357464263558137
97,2,0.41218880425305365
98,0,0.520259369019788
98,1,0.03595086661034792
98,2,0.4437897643698641
99,0,0.683232234422113
99,1,0.014523681039729928
99,2,0.30224408453815704
100,0,0.490902789416006
100,1,0.013599305962413826
100,2,0.4954979046215803
102,0,0.42354042475406645
102,1,0.5417795157153132
102,2,0.0346800595306203
103,0,0.6875598623115622
103,1,0.09947494856310024
103,2,0.21296518912533746
106,0,0.05705879457162912
106,1,0.4677370088452471
106,2,0.4752041965831237
107,0,0.4960679674212141
107,1,0.2395301240660945
107,2,0.26440190851269146
109,0,0.08800172940221966
109,1,0.30301163830120537
109,2,0.6089866322965749
111,0,0.9592547478970733
111,1,0.02157665794337911
111,2,0.019168594159547588
112,0,0.012485378473749706
112,1,0.44132624655049424
112,2,0.5461883749757561
113,0,0.37730751853697286
113,1,0.21790113383153162
113,2,0.4047913476314955
114,0,0.49453962230345205
114,1,0.49453962230345205
114,2,0.010920755393095944
115,0,0.020010478393110112
115,1,0.10376050067072817
115,2,0.8762290209361617
118,0,0.38629789731313724
118,1,0.22151925956630897
118,2,0.3921828431205539
121,0,0.4990712493790565
121,1,0.4779613587703982
121,2,0.022967391850545284
122,0,0.39344637114046765
122,1,0.01143133125559734
122,2,0.595122297603935
123,0,0.4157017579000049
123,1,0.19362838823218925
123,2,0.39066985386780584
126,0,0.03622684578824382
126,1,0.037658521814912804
126,2,0.9261146323968434
127,0,0.4980188150676976
127,1,0.03484076116460024
127,2,0.46714042376770226
129,0,0.7277317731194396
129,1,0.04873475516534043
129,2,0.2235334717152201
132,0,0.3596585969796074
132,1,0.39846979289394324
132,2,0.24187161012644945
133,0,0.6003825690458066
133,1,0.37758043530237273
133,2,0.022036995651820688
139,0,0.03447623162768711
139,1,0.6208762706105546
139,2,0.3446474977617583
140,0,0.4902812837880944
140,1,0.4902812837880944
140,2,0.019437432423811234
142,0,0.03573641211721908
142,1,0.6374785933459538
142,2,0.3267849945368271
143,0,0.4275204451625031
143,1,0.15851092626953647
143,2,0.41396862856796046
144,0,0.816730470735136
144,1,0.013537105271984467
144,2,0.16973242399287944
145,0,0.010048031470108583
145,1,0.4668451790606765
145,2,0.5231067894692149
148,0,0.9415579370942673
148,1,0.029221031452866336
148,2,0.029221031452866336
149,0,0.2579714517312077
149,1,0.5801431666299316
149,2,0.16188538163886068
154,0,0.029883499891090546
154,1,0.0396148653352418
154,2,0.9305016347736677
156,0,0.32292003129292285
156,1,0.037644851001552536
156,2,0.6394351177055246
158,0,0.5139502076515788
158,1,0.010424264513578094
158,2,0.475625527834843
163,0,0.7044499459158399
163,1,0.1480725844107103
163,2,0.14747746967344974
166,0,0.00733291733286397
166,1,0.5637318623930792
166,2,0.42893522027405684
170,0,0.13042679293174783
170,1,0.5121661408800253
170,2,0.3574070661882267
173,0,0.3491224596056739
173,1,0.3719991039016223
173,2,0.2788784364927039
179,0,0.4600946861262087
179,1,0.103212683006415
179,2,0.4366926308673763
183,0,0.014425277160093529
183,1,0.04777211937209428
183,2,0.9378026034678122
186,0,0.8806203408761805
186,1,0.10007914047605218
186,2,0.019300518647767426
190,0,0.33520680372505496
190,1,0.25652194391818645
190,2,0.40827125235675854
192,0,0.7197866124019202
192,1,0.27117473415306237
192,2,0.009038653445017374
196,0,0.013882562583862907
196,1,0.25062272053105694
196,2,0.7354947168850801
