trial,hole,model_y
1,0,0.07650839513381943
1,1,0.4892893825463678
1,2,0.4342022223198127
2,0,0.05912008711240642
2,1,0.5078077056054644
2,2,0.4330722072821292
3,0,0.4189268228009506
3,1,0.5100146021374902
3,2,0.07105857506155915
4,0,0.07208563715384361
4,1,0.1436462385285105
4,2,0.7842681243176458
5,0,0.057646341666353046
5,1,0.40986952971008195
5,2,0.5324841286235651
6,0,0.44197859399032247
6,1,0.4656727479311569
6,2,0.09234865807852062
7,0,0.06149474479240174
7,1,0.08375579202452396
7,2,0.8547494631830743
8,0,0.49383292022267594
8,1,0.21219162840497827
8,2,0.2939754513723458
9,0,0.8385345482349821
9,1,0.08666305618300466
9,2,0.07480239558201338
10,0,0.3238010025143274
10,1,0.36829368443987404
10,2,0.3079053130457985
11,0,0.042095426063393
11,1,0.07452826973849642
11,2,0.8833763041981106
12,0,0.7968520533491472
12,1,0.15868112505897985
12,2,0.044466821591873
13,0,0.4487606896003031
13,1,0.5004704955789425
13,2,0.050768814820754286
14,0,0.07082025258546697
14,1,0.09733023938815469
14,2,0.8318495080263782
15,0,0.5211496055038004
15,1,0.4398062166764611
15,2,0.03904417781973851
16,0,0.533318433614265
16,1,0.42274887584513177
16,2,0.04393269054060322
17,0,0.37344796715956124
17,1,0.43710621015229323
17,2,0.18944582268814553
18,0,0.5039613280134477
18,1,0.46234022533227054
18,2,0.033698446654281684
19,0,0.5448125923744837
19,1,0.42322559223759193
19,2,0.0319618153879245
20,0,0.8818397771008961
20,1,0.07653893786116385
20,2,0.041621285037940034
21,0,0.2460072041913789
21,1,0.6276497395532482
21,2,0.12634305625537284
22,0,0.05184032801791848
22,1,0.4888637550737502
22,2,0.4592959169083314
23,0,0.05146732203935602
23,1,0.14397970288862597
23,2,0.804552975072018
24,0,0.06317521438381456
24,1,0.3852415776501591
24,2,0.5515832079660262
25,0,0.16358997341360015
25,1,0.4548922521156997
25,2,0.3815177744707003
26,0,0.055260857023489096
26,1,0.38926553664437097
26,2,0.5554736063321398
27,0,0.05528677609392196
27,1,0.42125454199279533
27,2,0.5234586819132828
28,0,0.05841363648602359
28,1,0.4027386225017987
28,2,0.5388477410121777
29,0,0.28319369031309655
29,1,0.3271549458819675
29,2,0.38965136380493615
30,0,0.3410831816912143
30,1,0.5439636278302102
30,2,0.1149531904785755
31,0,0.390533382234273
31,1,0.44942608149208757
31,2,0.1600405362736395
32,0,0.21496590290335943
32,1,0.46802646835919454
32,2,0.317007628737446
33,0,0.0998154672807373
33,1,0.7783720926752795
33,2,0.12181244004398324
34,0,0.7063524041458599
34,1,0.12637457206464153
34,2,0.16727302378949863
35,0,0.12454197532098013
35,1,0.49284503618656145
35,2,0.3826129884924583
36,0,0.08968048261183574
36,1,0.3933546381195071
36,2,0.5169648792686572
37,0,0.45365036368645456
37,1,0.45368699896598863
37,2,0.09266263734755688
38,0,0.1438895341650142
38,1,0.09951460308134662
38,2,0.7565958627536391
39,0,0.36521200761584444
39,1,0.4236576053022839
39,2,0.21113038708187157
40,0,0.8357014354719277
40,1,0.11256643561734565
40,2,0.05173212891072671
41,0,0.05988360341895183
41,1,0.09115456363095584
41,2,0.8489618329500924
42,0,0.041572464148338366
42,1,0.4123167402848012
42,2,0.5461107955668605
43,0,0.43384948813202784
43,1,0.3003990024917917
43,2,0.2657515093761805
44,0,0.09161798543194655
44,1,0.070115166646591
44,2,0.8382668479214624
45,0,0.8851382568991382
45,1,0.07621672878367972
45,2,0.03864501431718203
46,0,0.04187367103661649
46,1,0.4314969749553404
46,2,0.5266293540080431
47,0,0.244954204688339
47,1,0.3874885000952253
47,2,0.36755729521643576
48,0,0.3178271280792405
48,1,0.31417363879181764
48,2,0.36799923312894195
49,0,0.06338822783979825
49,1,0.06473381341031265
49,2,0.871877958749889
50,0,0.1406695968308203
50,1,0.38978709853271193
50,2,0.4695433046364678
51,0,0.3642796599171176
51,1,0.4093191502980874
51,2,0.22640118978479493
52,0,0.07333544428890222
52,1,0.08457990676813573
52,2,0.842084648942962
53,0,0.2989822283831732
53,1,0.35736117727220457
53,2,0.34365659434462237
54,0,0.031565173379198334
54,1,0.3857336048644665
54,2,0.5827012217563351
55,0,0.03859421663513614
55,1,0.3938803900757662
55,2,0.5675253932890977
56,0,0.06701082607291456
56,1,0.5094681965382238
56,2,0.4235209773888617
57,0,0.0841391330880867
57,1,0.43350117214060735
57,2,0.4823596947713059
58,0,0.29888240030167396
58,1,0.3725390938971065
58,2,0.32857850580121956
59,0,0.3872311849157551
59,1,0.2942740534518953
59,2,0.3184947616323496
60,0,0.061202443934478025
60,1,0.17916609523321542
60,2,0.7596314608323066
61,0,0.056386651557352785
61,1,0.17319668752705186
61,2,0.7704166609155954
62,0,0.45990447970315984
62,1,0.2228899798535896
62,2,0.3172055404432506
63,0,0.5077397283357996
63,1,0.45216493124835677
63,2,0.04009534041584352
64,0,0.03839027498284945
64,1,0.47996626021086414
64,2,0.48164346480628645
65,0,0.7565876160903061
65,1,0.1604951948844779
65,2,0.08291718902521608
66,0,0.4002573656059196
66,1,0.5166909292657349
66,2,0.08305170512834541
67,0,0.5598177874823577
67,1,0.4095222319293791
67,2,0.03065998058826335
68,0,0.08009941511502774
68,1,0.43376902785050026
68,2,0.48613155703447203
69,0,0.37838578240088666
69,1,0.5235925529210717
69,2,0.09802166467804173
70,0,0.7195050646417532
70,1,0.12176304697116103
70,2,0.15873188838708585
71,0,0.3218384021796022
71,1,0.5037393699189799
71,2,0.1744222279014178
72,0,0.8662194490659867
72,1,0.08816079964260133
72,2,0.0456197512914119
73,0,0.09485371179517298
73,1,0.43056806407293774
73,2,0.4745782241318894
74,0,0.12122079271820374
74,1,0.2563097445411679
74,2,0.6224694627406284
75,0,0.4664314471117935
75,1,0.49364111287746887
75,2,0.0399274400107376
76,0,0.8256026567122295
76,1,0.09541477395704144
76,2,0.0789825693307291
77,0,0.05199137097039304
77,1,0.2340501974247787
77,2,0.7139584316048283
78,0,0.48974036105700963
78,1,0.392409581016662
78,2,0.11785005792632833
79,0,0.03584289149054376
79,1,0.34022708681033387
79,2,0.6239300216991223
80,0,0.3708551447229957
80,1,0.4465853925647199
80,2,0.18255946271228432
81,0,0.04584299843585909
81,1,0.06623185549389682
81,2,0.8879251460702442
82,0,0.045669890620393436
82,1,0.410651415049606
82,2,0.5436786943300006
84,0,0.8604195099734033
84,1,0.08901642781028643
84,2,0.05056406221631019
85,0,0.46441656054448827
85,1,0.4791413752965193
85,2,0.05644206415899258
86,0,0.04380994118249632
86,1,0.06809847114881741
86,2,0.8880915876686862
90,0,0.036752169553694994
90,1,0.06393307492317421
90,2,0.8993147555231308
91,0,0.06059973820815285
91,1,0.521811595049544
91,2,0.4175886667423032
93,0,0.1609151722622517
93,1,0.683822434774924
93,2,0.1552623929628243
94,0,0.3777632421083985
94,1,0.4904526804344653
94,2,0.1317840774571362
97,0,0.3096067454467712
97,1,0.3891358504433602
97,2,0.3012574041098686
98,0,0.06860945711942644
98,1,0.28620531174535413
