trial,hole,model_y
98,2,0.6451852311352194
99,0,0.08233370330193121
99,1,0.07797762059765322
99,2,0.8396886761004156
100,0,0.09324424780917226
100,1,0.13839235449396706
100,2,0.7683633976968607
102,0,0.5324279317342774
102,1,0.24045916121951538
102,2,0.2271129070462073
103,0,0.6176567467388131
103,1,0.33266324284791515
103,2,0.04968001041327178
106,0,0.08783036896239703
106,1,0.30744861760654163
106,2,0.6047210134310614
107,0,0.37420244871558317
107,1,0.3107011753364812
107,2,0.3150963759479357
109,0,0.0511392871089977
109,1,0.32057898785710104
109,2,0.6282817250339012
111,0,0.849531863014742
111,1,0.10604775785531124
111,2,0.04442037912994673
112,0,0.030692413197322806
112,1,0.1812815922371978
112,2,0.7880259945654794
113,0,0.5648675289760098
113,1,0.39828825826192144
113,2,0.0368442127620687
114,0,0.7136204484592786
114,1,0.2375491523975595
114,2,0.048830399143161764
115,0,0.054118522807593904
115,1,0.16671175164743923
115,2,0.779169725544967
118,0,0.07288407396552865
118,1,0.0677204897155673
118,2,0.859395436318904
121,0,0.9193291491838402
121,1,0.041389468105380633
121,2,0.039281382710779064
122,0,0.054135717581586466
122,1,0.16771256180002891
122,2,0.7781517206183847
123,0,0.37569017335579974
123,1,0.29614224336922373
123,2,0.3281675832749766
126,0,0.05212542902425538
126,1,0.11387546155880379
126,2,0.8339991094169409
127,0,0.12591628806654553
127,1,0.29105576702164204
127,2,0.5830279449118124
129,0,0.3522206566762818
129,1,0.42037902989536374
129,2,0.22740031342835443
132,0,0.7488002635824133
132,1,0.21524451196236125
132,2,0.03595522445522547
133,0,0.8987445687856915
133,1,0.06877127759197198
133,2,0.03248415362233648
139,0,0.5147478731583431
139,1,0.4176384974833341
139,2,0.06761362935832273
140,0,0.16670395946021538
140,1,0.43807499812183176
140,2,0.39522104241795286
142,0,0.034776432427854685
142,1,0.5138242533642748
142,2,0.4513993142078705
143,0,0.3456556476779532
143,1,0.3887963225408045
143,2,0.26554802978124215
144,0,0.8513904472952749
144,1,0.08552099996265515
144,2,0.06308855274207001
145,0,0.02995539520398986
145,1,0.3842733747033434
145,2,0.5857712300926669
148,0,0.8729334168607432
148,1,0.09587323339022115
148,2,0.031193349749035575
149,0,0.10858853674766163
149,1,0.4463556019253719
149,2,0.44505586132696645
154,0,0.05093783179788672
154,1,0.07722766747646923
154,2,0.8718345007256441
156,0,0.32610151548285377
156,1,0.38645406236838614
156,2,0.2874444221487602
158,0,0.04276513179029181
158,1,0.07971675429876582
158,2,0.8775181139109424
163,0,0.9190535475594676
163,1,0.046375289724680725
163,2,0.03457116271585166
166,0,0.04182164432967789
166,1,0.2516001124771077
166,2,0.7065782431932144
170,0,0.06070069413158558
170,1,0.049160724581260834
170,2,0.8901385812871536
173,0,0.07716198614808797
173,1,0.13722697912371903
173,2,0.785611034728193
179,0,0.8059346893809437
179,1,0.14345244254105868
179,2,0.05061286807799773
183,0,0.10819983539109032
183,1,0.11770468783233176
183,2,0.774095476776578
186,0,0.9230910329296372
186,1,0.04017615366220191
186,2,0.03673281340816083
190,0,0.05244582420222807
190,1,0.18631523391372973
190,2,0.7612389418840422
192,0,0.8816664685227421
192,1,0.07871828750660273
192,2,0.03961524397065521
196,0,0.038025267387491464
196,1,0.05705026004782801
196,2,0.9049244725646806
207,0,0.8415840994151303
207,1,0.11430665362599582
207,2,0.04410924695887366
210,0,0.8396354197122302
210,1,0.12168641449844611
210,2,0.03867816578932354
214,0,0.745341349216875
214,1,0.217633282026017
214,2,0.03702536875710804
215,0,0.8902681698180617
215,1,0.06673771740629515
215,2,0.04299411277564315
223,0,0.8028796223850001
223,1,0.1372087282775942
223,2,0.05991164933740575
254,0,0.8596001087957155
254,1,0.1005630114807369
254,2,0.0398368797235476
283,0,0.8843159158248828
283,1,0.06588763925415737
283,2,0.04979644492095979
289,0,0.9191382243077826
289,1,0.0434449024719156
289,2,0.03741687322030187
297,0,0.8890464452268816
297,1,0.07083211040617575
297,2,0.04012144436694274
302,0,0.864061219615701
302,1,0.071316908438499
302,2,0.06462187194579984
306,0,0.057900671590542574
306,1,0.06951204834512618
306,2,0.8725872800643313
307,0,0.8763566656458482
307,1,0.07692848125072484
307,2,0.046714853103426913
316,0,0.05593111507602651
316,1,0.16146087745008403
316,2,0.7826080074738894
319,0,0.8990695040878135
319,1,0.05858941826635632
319,2,0.04234107764583024
326,0,0.8458290542829615
326,1,0.1200532192745364
326,2,0.03411772644250206
332,0,0.7515775671213578
332,1,0.21018847641876853
332,2,0.038233956459873736
380,0,0.05106849814224168
380,1,0.08551731410152573
380,2,0.8634141877562326
