trial,distance
1,64.47854614257812
2,41.50020217895508
3,78.21916198730469
4,54.7127571105957
5,44.26598358154297
6,60.445499420166016
7,58.56345748901367
8,46.93104553222656
9,40.561805725097656
10,54.04793548583984
11,47.92886352539063
12,60.40975189208984
13,46.7673454284668
14,57.62014389038086
15,68.35240173339844
16,53.09506607055664
17,65.09719848632812
18,55.77458953857422
19,73.37648010253906
20,33.41298294067383
21,46.73593521118164
22,51.12521362304688
23,44.13741302490234
24,35.11101150512695
25,64.07294464111328
26,56.06992721557617
27,64.30016326904297
28,77.08023071289062
29,73.38719177246094
30,57.74041748046875
31,81.74440002441406
32,53.21923828125
33,51.07887649536133
34,56.42487335205078
35,66.45028686523438
36,34.46886444091797
37,52.33845901489258
38,36.89311599731445
39,66.99493408203125
40,48.5004768371582
41,37.24349594116211
42,67.47825622558594
43,51.8735466003418
44,59.05722427368164
45,50.78034591674805
46,79.72016906738281
47,33.74015045166016
48,40.28279495239258
49,30.29064178466797
50,52.285377502441406
51,45.81246566772461
52,36.12497329711914
53,46.17311477661133
54,52.41400909423828
55,56.334754943847656
56,31.848493576049805
57,59.60786437988281
58,63.69295883178711
59,55.824703216552734
60,42.878074645996094
61,39.02893829345703
62,58.42058181762695
63,59.24079132080078
64,57.71745681762695
65,64.19580078125
66,54.16884231567383
67,105.25162506103516
68,63.60395431518555
69,77.0320816040039
70,83.9771499633789
71,28.511192321777344
72,44.37610626220703
73,61.373085021972656
74,43.80036163330078
75,41.31081771850586
76,22.803861618041992
77,55.94423294067383
78,94.64810943603516
79,48.94522857666016
80,63.61252212524414
81,44.59687042236328
82,55.04014587402344
84,54.3621940612793
85,49.24269104003906
86,48.46739196777344
90,53.30664443969727
91,47.637481689453125
93,56.40190887451172
94,51.61025238037109
97,68.03714752197266
98,51.88022232055664
99,31.49664688110352
100,41.81542205810547
102,57.13645935058594
103,61.18294525146485
106,64.30511474609375
107,38.60024642944336
109,60.77547836303711
111,60.4167594909668
112,56.08733749389648
113,46.744422912597656
114,116.308349609375
115,53.17914581298828
118,32.746490478515625
121,44.45201873779297
122,32.20800018310547
123,42.11046600341797
126,48.8895378112793
127,64.94660186767578
129,48.71215057373047
132,57.80415344238281
133,36.84986877441406
139,89.49845123291016
140,52.32651138305664
142,56.15356063842773
143,44.27342224121094
144,43.43767929077149
145,69.61669921875
148,68.9315185546875
149,58.53170394897461
154,65.6639633178711
156,46.98942947387695
158,46.43429946899414
163,52.70661544799805
166,53.92852020263672
170,40.75614547729492
173,54.47737503051758
179,38.140113830566406
183,55.437801361083984
186,48.81966400146485
190,56.084320068359375
192,41.22851943969727
196,41.130977630615234
207,41.629791259765625
210,42.12781524658203
214,46.8557243347168
215,51.96504211425781
223,46.939754486083984
254,49.80001449584961
283,27.17473793029785
289,49.132720947265625
297,30.689577102661133
302,39.58916473388672
306,49.79169464111328
307,30.28089904785156
316,43.309688568115234
319,48.40024566650391
326,65.60211181640625
332,65.77717590332031
380,44.955169677734375
