trial,distance
1,55.96251678466797
2,29.30093002319336
3,102.70426940917967
4,106.75672912597656
5,50.20220565795898
6,46.47332000732422
7,54.182106018066406
8,49.91659164428711
9,36.29389572143555
10,46.8642463684082
11,66.82035064697266
12,33.711219787597656
13,49.43204498291016
14,50.194454193115234
15,58.38007736206055
16,41.81891632080078
17,77.166015625
18,46.44300079345703
19,92.72782135009766
20,30.954458236694336
21,87.29685974121094
22,48.17618560791016
23,37.99827575683594
24,116.732177734375
25,50.67066955566406
26,84.28215026855469
27,108.96754455566406
28,65.09844970703125
29,50.46585464477539
30,74.80177307128906
31,75.014404296875
32,36.30009460449219
33,79.31243133544922
34,30.1638240814209
35,37.58281707763672
36,42.126983642578125
37,55.7829475402832
38,39.535186767578125
39,59.16404724121094
40,48.66833114624024
41,49.31876373291016
42,36.3723258972168
43,43.86431503295898
44,61.43871307373047
45,53.5615463256836
46,43.14311599731445
47,35.44763946533203
48,37.541900634765625
49,49.0396614074707
50,43.02740097045898
51,50.70774841308594
52,39.42848205566406
53,43.70286560058594
54,45.05559539794922
55,54.779727935791016
56,45.69651794433594
57,95.00249481201172
58,47.93620681762695
59,50.32359313964844
60,43.08531951904297
61,31.93352699279785
62,37.88437271118164
63,60.17915344238281
64,58.30384063720703
65,25.068592071533203
66,65.05384063720703
67,104.8935775756836
68,49.40983581542969
69,99.28842163085938
70,66.16934967041016
71,65.9374771118164
72,35.665802001953125
73,88.66162872314453
74,38.61426544189453
75,35.285423278808594
76,25.63966178894043
77,35.820648193359375
78,60.36470413208008
79,71.423095703125
80,76.38247680664062
81,53.33018493652344
82,51.85616302490234
84,53.789817810058594
85,48.667236328125
86,49.7675666809082
90,33.507755279541016
91,46.39363098144531
93,94.1290054321289
94,46.79133605957031
97,62.72506332397461
98,42.94401931762695
99,34.87273025512695
100,38.55854034423828
102,45.36021423339844
103,49.14555740356445
106,54.12024688720703
107,44.91143035888672
109,48.07525253295898
111,99.55247497558594
112,60.0010986328125
113,46.472259521484375
114,132.40028381347656
115,46.70859909057617
118,46.14229202270508
121,50.03242111206055
122,34.81150817871094
123,47.43726348876953
126,53.49010467529297
127,39.397705078125
129,66.67700958251953
132,45.89087677001953
133,50.868919372558594
139,52.45832443237305
140,84.8018569946289
142,65.49424743652344
143,66.39229583740234
144,54.70103454589844
145,52.57711410522461
148,65.3323974609375
149,51.670597076416016
154,101.65056610107422
156,56.31513595581055
158,67.95555114746094
163,56.49371337890625
166,51.68577194213867
170,48.93667984008789
173,52.94091033935547
179,43.70755386352539
183,106.3751449584961
186,49.85386657714844
190,38.50555419921875
192,37.42672348022461
196,44.45996475219727
207,42.91038131713867
210,53.71974182128906
214,32.720340728759766
215,63.59171676635742
223,49.9619369506836
254,41.30255508422852
283,33.05854415893555
289,47.69584274291992
297,40.708778381347656
302,28.228673934936523
306,51.9276237487793
307,32.87663650512695
316,65.45081329345703
319,45.91804885864258
326,34.370967864990234
332,49.68403625488281
380,28.76149177551269
