trial,hole,model_y
1,0,0.07849197734046004
1,1,0.06575708576376152
1,2,0.8557509368957784
2,0,0.07767670821971966
2,1,0.07846424756351364
2,2,0.8438590442167667
3,0,0.05100998416786617
3,1,0.936897103023472
3,2,0.01209291280866184
4,0,0.019619308986855995
4,1,0.00996772877558676
4,2,0.9704129622375571
5,0,0.037348094596924446
5,1,0.8739720238366627
5,2,0.08867988156641275
6,0,0.8305531694621162
6,1,0.13526098685037977
6,2,0.034185843687504124
7,0,0.010839270733437614
7,1,0.04304949090828612
7,2,0.9461112383582764
8,0,0.6170832969648049
8,1,0.2668419407951321
8,2,0.11607476224006283
9,0,0.9571853040575345
9,1,0.01898686110597103
9,2,0.023827834836494498
10,0,0.4930981045941369
10,1,0.04396408961515505
10,2,0.4629378057907082
11,0,0.01292849664478817
11,1,0.019640780182311805
11,2,0.9674307231729
12,0,0.9162893036772426
12,1,0.02557423114512104
12,2,0.05813646517763635
13,0,0.5559987207383127
13,1,0.43221714522375115
13,2,0.011784134037936133
14,0,0.02992924460716791
14,1,0.02404246747866657
14,2,0.9460282879141656
15,0,0.9089285674969775
15,1,0.0498671370692464
15,2,0.04120429543377616
16,0,0.07957885097395323
16,1,0.8825151113706139
16,2,0.037906037655432906
17,0,0.8792446030245341
17,1,0.06758417136422479
17,2,0.05317122561124103
18,0,0.07360751843949487
18,1,0.9070146190841883
18,2,0.019377862476316794
19,0,0.9484771339340565
19,1,0.043591384655385285
19,2,0.007931481410558022
20,0,0.9638342649823187
20,1,0.01115648630798684
20,2,0.025009248709694384
21,0,0.013094704917622393
21,1,0.9673861919756399
21,2,0.01951910310673773
22,0,0.013696814392233766
22,1,0.4570736347761072
22,2,0.529229550831659
23,0,0.045656019932479065
23,1,0.19156290094303877
23,2,0.7627810791244822
24,0,0.013960652815589123
24,1,0.03855371960666024
24,2,0.9474856275777506
25,0,0.17896861273622836
25,1,0.7070856198525276
25,2,0.11394576741124393
26,0,0.008688606771047032
26,1,0.04314768944485759
26,2,0.9481637037840954
27,0,0.009239330916553826
27,1,0.04339291342235196
27,2,0.9473677556610941
28,0,0.07887914280884342
28,1,0.8376728225554494
28,2,0.08344803463570717
29,0,0.849921665450388
29,1,0.06999853352403132
29,2,0.08007980102558067
30,0,0.03669261026949873
30,1,0.9488297909101794
30,2,0.014477598820321895
31,0,0.9015507196262583
31,1,0.07258785854083562
31,2,0.025861421832905997
32,0,0.31478868521147224
32,1,0.09313976938850543
32,2,0.5920715454000223
33,0,0.015615274876695522
33,1,0.9653946053298449
33,2,0.018990119793459572
34,0,0.9302859744996057
34,1,0.015239189564311592
34,2,0.05447483593608277
35,0,0.2499110472276678
35,1,0.08672987280642333
35,2,0.6633590799659089
36,0,0.07380773179301132
36,1,0.05030781279162669
36,2,0.875884455415362
37,0,0.39720730275609806
37,1,0.5896002368425951
37,2,0.01319246040130686
38,0,0.03804655147305434
38,1,0.038141206161647546
38,2,0.9238122423652981
39,0,0.7050630304013776
39,1,0.07402544835143528
39,2,0.22091152124718702
40,0,0.9517502115913031
40,1,0.030310002548680708
40,2,0.017939785860016155
41,0,0.05844496212673631
41,1,0.016295990097701555
41,2,0.9252590477755621
42,0,0.04063057711152392
42,1,0.056469006707446395
42,2,0.9029004161810296
43,0,0.6161101045793318
43,1,0.2838864650347919
43,2,0.10000343038587624
44,0,0.04658287992538734
44,1,0.09543488005666852
44,2,0.8579822400179441
45,0,0.9565093319300615
45,1,0.03394131146464401
45,2,0.009549356605294563
46,0,0.030906132905887736
46,1,0.8949926777984926
46,2,0.07410118929561985
47,0,0.028307378129691762
47,1,0.5333228441334393
47,2,0.4383697777368689
48,0,0.31164799970091306
48,1,0.28635650393092443
48,2,0.4019954963681625
49,0,0.027729141530755636
49,1,0.04428656777462992
49,2,0.9279842906946144
50,0,0.0903892416218065
50,1,0.6806863675976687
50,2,0.2289243907805249
51,0,0.6486040501910152
51,1,0.07099201576024698
51,2,0.28040393404873787
52,0,0.035875810255942726
52,1,0.04519375623327742
52,2,0.9189304335107799
53,0,0.07099525069953541
53,1,0.8113476221884968
53,2,0.11765712711196792
54,0,0.01944109155854077
54,1,0.3008312400120041
54,2,0.6797276684294552
55,0,0.011935583922496629
55,1,0.40144033226838555
55,2,0.5866240838091179
56,0,0.024025124758733165
56,1,0.7077823064321439
56,2,0.26819256880912284
57,0,0.014827987958624266
57,1,0.050596023507610624
57,2,0.9345759885337651
58,0,0.4123265302307771
58,1,0.04938840042366394
58,2,0.5382850693455591
59,0,0.40197681402550667
59,1,0.18622030454078575
59,2,0.41180288143370763
60,0,0.03775963619756549
60,1,0.06723059170019469
60,2,0.8950097721022399
61,0,0.04400466575758884
61,1,0.01641645035631804
61,2,0.9395788838860931
62,0,0.2779247634919861
62,1,0.0872692236733073
62,2,0.6348060128347067
63,0,0.25101002906578074
63,1,0.7024608723674935
63,2,0.04652909856672566
64,0,0.029211297422444802
64,1,0.6672658446387755
64,2,0.3035228579387797
65,0,0.9462269582505011
65,1,0.017805982675992094
65,2,0.03596705907350687
66,0,0.24192128629422677
66,1,0.6317788663472664
66,2,0.12629984735850674
67,0,0.9502696241389252
67,1,0.040997630705999114
67,2,0.00873274515507554
68,0,0.05024520494857649
68,1,0.8856651339975197
68,2,0.06408966105390382
69,0,0.04519691230980205
69,1,0.9353404865151544
69,2,0.01946260117504349
70,0,0.7498026884012711
70,1,0.05191545434939958
70,2,0.19828185724932937
71,0,0.12177956052841288
71,1,0.7449527880496851
71,2,0.1332676514219019
72,0,0.9680272191735104
72,1,0.014310592355514396
72,2,0.01766218847097535
73,0,0.01802462544397153
73,1,0.05015959295184684
73,2,0.9318157816041817
74,0,0.015463844435234736
74,1,0.2787767337324523
74,2,0.705759421832313
75,0,0.8789346566583216
75,1,0.09762750697784389
75,2,0.023437836363834657
76,0,0.8939649259414654
76,1,0.02164867377455926
76,2,0.0843864002839754
77,0,0.025000241975041356
77,1,0.8602844028222073
77,2,0.11471535520275142
78,0,0.06600142971887314
78,1,0.753891558720724
78,2,0.18010701156040282
79,0,0.014575644224866449
79,1,0.035574100206863975
79,2,0.9498502555682695
80,0,0.8464749064017512
80,1,0.06889011752742495
80,2,0.08463497607082392
81,0,0.028691781460969394
81,1,0.030082380945797894
81,2,0.9412258375932326
82,0,0.009012754500279826
82,1,0.32268971926321216
82,2,0.668297526236508
84,0,0.9617045709365973
84,1,0.02327423531832997
84,2,0.015021193745072853
85,0,0.42955140884687176
85,1,0.5588262624370337
85,2,0.011622328716094442
86,0,0.017480620654939282
86,1,0.010507118042182894
86,2,0.9720122613028778
90,0,0.028349570387289264
90,1,0.04347984613339918
90,2,0.9281705834793116
91,0,0.05845758250226476
91,1,0.7630491901074433
91,2,0.17849322739029194
93,0,0.020639611727584772
93,1,0.9596431378254456
93,2,0.019717250446969717
94,0,0.32603175278750457
94,1,0.5167022018160615
94,2,0.15726604539643385
97,0,0.598863399516979
97,1,0.06271333008050406
97,2,0.33842327040251696
98,0,0.0742699617032122
98,1,0.0454858393070229
98,2,0.8802441989897649
99,0,0.05095722351455493
99,1,0.023561893370622235
99,2,0.9254808831148229
100,0,0.09417145926946649
100,1,0.02871828726122569
100,2,0.8771102534693079
102,0,0.5738948292605206
102,1,0.3890007825705983
102,2,0.03710438816888107
103,0,0.9026509366658054
103,1,0.06219587318678544
103,2,0.03515319014740914
106,0,0.015320165920347118
106,1,0.3188538948769292
106,2,0.6658259392027237
107,0,0.5900939194729844
107,1,0.2173374609052688
107,2,0.19256861962174673
109,0,0.023788860183265273
109,1,0.16509854645772606
109,2,0.8111125933590086
111,0,0.9689162066642373
111,1,0.017625356373776768
111,2,0.013458436961986026
112,0,0.007381504171279426
112,1,0.19835036704396186
112,2,0.7942681287847587
113,0,0.6039860298300644
113,1,0.349005312362023
113,2,0.047008657807912496
114,0,0.744078135093652
114,1,0.24131906058716618
114,2,0.014602804319181968
115,0,0.016971418849490407
115,1,0.03247032362016713
115,2,0.9505582575303425
118,0,0.05977020580333906
118,1,0.035104878221530945
118,2,0.9051249159751301
121,0,0.9365737842511528
121,1,0.04253009952438592
121,2,0.020896116224461324
122,0,0.055927472454520136
122,1,0.02432392881449523
122,2,0.9197485987309847
123,0,0.4556254323875357
123,1,0.17066457594778559
123,2,0.3737099916646787
126,0,0.015897985578730036
126,1,0.03083989109150804
126,2,0.9532621233297619
127,0,0.16860223346341002
