trial,judgment,num_cols
1,"[0.030322819076420267, 0.5453118934398568, 0.4243652874837229]",453
2,"[0.0376791834549589, 0.5207030553978712, 0.44161776114716983]",469
3,"[0.4022898054623135, 0.5613489110499954, 0.03636128348769112]",473
4,"[0.04656408334660236, 0.08102130512752728, 0.8724146115258703]",365
5,"[0.07208156042885265, 0.3737299382989432, 0.5541885012722042]",482
6,"[0.46409163062970143, 0.49606737828257635, 0.03984099108772237]",665
7,"[0.03965968208066215, 0.05133846742947077, 0.9090018504898671]",720
8,"[0.6391734253228638, 0.13539200275303984, 0.22543457192409638]",633
9,"[0.9107308349579404, 0.04892250327307244, 0.04034666176898724]",697
10,"[0.3582914631408048, 0.3868800195302437, 0.2548285173289515]",485
11,"[0.038406693533817954, 0.043494336051827634, 0.9180989704143544]",1068
12,"[0.8723511815983708, 0.07428440601807623, 0.05336441238355299]",698
13,"[0.4062944082314112, 0.5623276141981411, 0.0313779775704476]",728
14,"[0.04382442425636417, 0.05320825193572669, 0.9029673238079091]",823
15,"[0.5334838128487857, 0.4359101848278185, 0.030606002323395862]",423
16,"[0.5525863391654756, 0.4117696583082011, 0.03564400252632332]",472
17,"[0.4302386649415339, 0.4917923664921299, 0.07796896856633638]",499
18,"[0.5076129407203142, 0.447101603450194, 0.045285455829491804]",490
19,"[0.5818704393078601, 0.38539269430646006, 0.03273686638567992]",445
20,"[0.9146198159102678, 0.042488987350662026, 0.04289119673907027]",714
21,"[0.22590970167812802, 0.7075953456661095, 0.06649495265576254]",459
22,"[0.030569228432578966, 0.5261104405048759, 0.4433203310625451]",817
23,"[0.044982914727865066, 0.09469734733683866, 0.8603197379352963]",763
24,"[0.03598864349447572, 0.3587824109411946, 0.6052289455643296]",489
25,"[0.07717941694061735, 0.5092568585764757, 0.413563724482907]",703
26,"[0.034402555082029614, 0.3760454319751013, 0.5895520129428691]",435
27,"[0.03570068174543989, 0.3960804353627252, 0.5682188828918349]",489
28,"[0.03388214901947927, 0.4450215965258283, 0.5210962544546925]",496
29,"[0.2728157238030115, 0.31270694836440005, 0.41447732783258845]",398
30,"[0.29136130190768084, 0.6607090976130146, 0.04792960047930472]",500
31,"[0.402267630148338, 0.5199088607584152, 0.07782350909324684]",505
32,"[0.12849019093135722, 0.5493822060285038, 0.32212760304013893]",489
33,"[0.04645669928055023, 0.9084495669241771, 0.04509373379527263]",397
34,"[0.8446255900196363, 0.06288618343741963, 0.09248822654294404]",727
