trial,judgment,num_cols
1,"[0.31340664421056785, 0.28589508991023244, 0.40069826587919966]",559
2,"[0.36008716398430046, 0.2870357907350593, 0.35287704528064023]",553
3,"[0.2532341354577057, 0.6388814272648039, 0.10788443727749043]",434
4,"[0.10827800032886549, 0.23999332395596645, 0.6517286757151681]",437
5,"[0.2883264310952985, 0.400192413726557, 0.3114811551781445]",612
6,"[0.4009157866517879, 0.29822029158678637, 0.3008639217614258]",659
7,"[0.09171219050722895, 0.3875126679010456, 0.5207751415917254]",652
8,"[0.3667392415173246, 0.36003740302910187, 0.27322335545357357]",641
9,"[0.5162925625245043, 0.0963796318754385, 0.38732780560005725]",618
10,"[0.36714011017690784, 0.26905635276633194, 0.3638035370567603]",517
11,"[0.06381268475045518, 0.05930090415046992, 0.876886411099075]",1011
12,"[0.4561274192081978, 0.08413894786596393, 0.4597336329258383]",743
13,"[0.49174220750332526, 0.42287749619345544, 0.08538029630321929]",724
14,"[0.20994592863982714, 0.06376606965906363, 0.7262880017011093]",770
15,"[0.4204390100317852, 0.16181972680119042, 0.4177412631670243]",353
16,"[0.3322330424752436, 0.44471330486430005, 0.2230536526604565]",605
17,"[0.4795844425516743, 0.3414752447558607, 0.178940312692465]",589
18,"[0.317637708390198, 0.4004265812745496, 0.28193571033525233]",581
19,"[0.5690884301180417, 0.21228355367642118, 0.2186280162055372]",440
20,"[0.5031829163359994, 0.0925385939854177, 0.404278489678583]",642
21,"[0.1497363768831273, 0.7398881543843324, 0.1103754687325403]",454
22,"[0.08203632784544622, 0.4519431277662335, 0.4660205443883202]",789
23,"[0.36332798048925646, 0.3258650196780387, 0.3108069998327049]",783
24,"[0.11868836292681657, 0.15275316616156492, 0.7285584709116185]",454
25,"[0.3605560111665865, 0.3793034623895116, 0.26014052644390173]",724
26,"[0.15047977262529175, 0.2193498691517808, 0.6301703582229274]",434
27,"[0.11214791754595638, 0.18245281458853196, 0.7053992678655118]",442
28,"[0.38011768098024906, 0.34064963328831527, 0.27923268573143556]",536
29,"[0.3941089371682658, 0.30351354290019655, 0.3023775199315377]",447
30,"[0.18227100275947172, 0.7462298352413794, 0.07149916199914882]",436
31,"[0.5165964458419929, 0.37092205168444775, 0.1124815024735594]",564
32,"[0.3238030440199692, 0.3149996944361022, 0.3611972615439287]",599
33,"[0.05571066002396276, 0.7570739243859659, 0.18721541559007124]",443
34,"[0.5235463898253313, 0.09358901048071881, 0.3828645996939499]",684
35,"[0.363612047440692, 0.2559136635094, 0.3804742890499081]",729
36,"[0.2538963382919437, 0.3122070667418824, 0.4338965949661738]",597
37,"[0.4179844559115682, 0.4974610819752111, 0.0845544621132207]",715
38,"[0.10260518144642429, 0.07883999814546176, 0.818554820408114]",739
39,"[0.4160409066237528, 0.30750025598464303, 0.2764588373916042]",582
40,"[0.5420485179438557, 0.05759431173038722, 0.4003571703257572]",828
41,"[0.43564558222244326, 0.08420169928576327, 0.4801527184917935]",760
42,"[0.38325614292300847, 0.24819396829788065, 0.3685498887791108]",757
43,"[0.3969763665506545, 0.33086238916102695, 0.27216124428831856]",692
44,"[0.2670327638956157, 0.38631904866270217, 0.34664818744168213]",769
45,"[0.5191241770646471, 0.3932711864713814, 0.08760463646397154]",693
46,"[0.29047422562619013, 0.4120232303560503, 0.2975025440177595]",564
47,"[0.26926358156893093, 0.37738730340551674, 0.3533491150255524]",531
48,"[0.3422751137332673, 0.3038354600072322, 0.3538894262595006]",630
49,"[0.29785529186011883, 0.314847837497579, 0.3872968706423022]",763
50,"[0.28574310434673994, 0.4250987252098605, 0.28915817044339953]",710
51,"[0.3781295115160978, 0.30960369955930184, 0.31226678892460036]",563
52,"[0.1273248047238856, 0.06285033839259194, 0.8098248568835225]",830
53,"[0.30416890907045124, 0.4183689499404561, 0.2774621409890927]",704
54,"[0.06279835549261219, 0.5007770196740935, 0.4364246248332942]",747
55,"[0.08425391841681451, 0.44363978362798195, 0.4721062979552034]",822
56,"[0.3049847587640714, 0.4002961861677373, 0.29471905506819135]",698
57,"[0.14341941795098032, 0.237668708005904, 0.6189118740431157]",444
58,"[0.33754086145859175, 0.2759216493749994, 0.3865374891664088]",552
59,"[0.33016979116779316, 0.2962715670073488, 0.3735586418248581]",668
60,"[0.35834824682142713, 0.25584073556195874, 0.3858110176166141]",747
61,"[0.43150674306153647, 0.08156107575908703, 0.48693218117937653]",770
62,"[0.3366558994959549, 0.11757946646496314, 0.545764634039082]",782
63,"[0.24848550988717089, 0.3720085034728367, 0.37950598663999235]",688
64,"[0.3056454684017375, 0.4073716967656722, 0.28698283483259035]",738
65,"[0.509017597726939, 0.0892619628867682, 0.40172043938629276]",695
66,"[0.24729875314452116, 0.37593499704948014, 0.37676624980599865]",714
67,"[0.6438173006058657, 0.2439100448777555, 0.11227265451637873]",431
68,"[0.30000113206448353, 0.40957862172446335, 0.2904202462110531]",584
69,"[0.24878945072966444, 0.6769295497155735, 0.07428099955476207]",423
70,"[0.3548548725322397, 0.2606715289426307, 0.38447359852512974]",731
71,"[0.2646412882937865, 0.40610823345144403, 0.32925047825476933]",700
72,"[0.4479368105034773, 0.32544685224769637, 0.2266163372488263]",600
73,"[0.18868388682548617, 0.14248350867792178, 0.6688326044965921]",441
74,"[0.2642083136540747, 0.36717840948059594, 0.36861327686532946]",524
75,"[0.38148474970932655, 0.2821251490142965, 0.33639010127637703]",672
76,"[0.46699262010263753, 0.10012685278026343, 0.43288052711709907]",608
77,"[0.2316812519188253, 0.4430624410713756, 0.3252563070097991]",576
78,"[0.2890854316889142, 0.38999187200127244, 0.32092269630981346]",548
79,"[0.13206270325151306, 0.22240808939229648, 0.6455292073561905]",447
80,"[0.4201364662886603, 0.3003936312613738, 0.2794699024499659]",580
81,"[0.11845467096938156, 0.10049082796281465, 0.7810545010678037]",740
82,"[0.08975742809390423, 0.4217494338937445, 0.48849313801235117]",759
84,"[0.5492059931866855, 0.3603650808652327, 0.09042892594808177]",710
85,"[0.4412051602973778, 0.47579157082352097, 0.08300326887910132]",724
86,"[0.0865878656748489, 0.3494606347265833, 0.5639514995985678]",714
