trial,judgment,num_cols
1,"[0.3410339127014802, 0.02599766328042689, 0.6329684240180928]",624
2,"[0.47839601889518596, 0.03202998975973337, 0.4895739913450807]",649
3,"[0.0391325836638143, 0.9217365825708355, 0.03913083376535005]",359
4,"[0.044536178571890496, 0.03741191079583256, 0.918051910632277]",348
5,"[0.2254285583136161, 0.7385005401196205, 0.036070901566763416]",680
6,"[0.8291832526970435, 0.06275057045189321, 0.10806617685106333]",711
7,"[0.04433048282805223, 0.10577532587071144, 0.8498941913012363]",702
8,"[0.4159552383888019, 0.39462429519190595, 0.1894204664192922]",628
9,"[0.8690165439740324, 0.05730270803031289, 0.07368074799565463]",676
10,"[0.49451701063928205, 0.021715756721216124, 0.48376723263950183]",600
11,"[0.06790905643830868, 0.0579713193228976, 0.8741196242387937]",1006
12,"[0.47048337484831027, 0.035421441034861785, 0.4940951841168279]",769
13,"[0.6336566647736678, 0.3301230630311406, 0.03622027219519158]",765
14,"[0.07103918613988881, 0.06942410482323287, 0.8595367090368784]",775
15,"[0.49097510701987945, 0.024072690427707988, 0.4849522025524125]",316
16,"[0.03854877064083184, 0.816375626897535, 0.1450756024616331]",653
17,"[0.8927003777427853, 0.03140621942504259, 0.07589340283217226]",614
18,"[0.04029856927742471, 0.8104559774977308, 0.14924545322484453]",648
19,"[0.9216095484686032, 0.040828071606099504, 0.03756237992529732]",340
20,"[0.7422383368653077, 0.048941353218031405, 0.20882030991666098]",682
21,"[0.03266945702894835, 0.929434810797013, 0.03789573217403868]",380
22,"[0.031070026519229743, 0.43160277302840155, 0.5373272004523687]",821
23,"[0.43837430165174457, 0.30498991952065174, 0.2566357788276036]",784
24,"[0.040888804253535235, 0.03617139635731872, 0.9229397993891459]",363
25,"[0.4587578338369784, 0.5027479921637067, 0.03849417399931483]",751
26,"[0.03774647835641613, 0.03629577025166882, 0.9259577513919149]",350
27,"[0.04253178566197608, 0.03898819003349531, 0.9184800243045286]",351
28,"[0.5564017574070977, 0.4174517528881125, 0.02614648970478989]",627
29,"[0.9215370733772615, 0.03849131946732966, 0.039971607155408914]",587
30,"[0.03367929897995718, 0.9253214817520435, 0.04099921926799918]",370
31,"[0.8849130584428634, 0.04134328803051594, 0.07374365352662082]",649
32,"[0.39717069160833823, 0.03191578468280218, 0.5709135237088596]",698
33,"[0.03784846086337852, 0.9283568916969839, 0.03379464743963761]",379
