trial,judgment,num_cols
1,"[0.3427752821868623, 0.09223511545240469, 0.564989602360733]",610
2,"[0.45424094853291425, 0.0920093464273517, 0.453749705039734]",626
3,"[0.10489339150785684, 0.8387812833958687, 0.056325325096274394]",376
4,"[0.06439646262853087, 0.09572060349993589, 0.8398829338715332]",365
5,"[0.2690310873987587, 0.6150946887964994, 0.11587422380474191]",660
6,"[0.6222120952453273, 0.18043174653580143, 0.19735615821887129]",687
7,"[0.04091310950491631, 0.23308278679451785, 0.7260041037005658]",685
8,"[0.39585635655341467, 0.38061914261614194, 0.2235245008304433]",635
9,"[0.7303067836073645, 0.05366083311372244, 0.21603238327891316]",658
10,"[0.4638202254571477, 0.07958585619895009, 0.4565939183439022]",574
11,"[0.06534543340423436, 0.059735546080576137, 0.8749190205151895]",1002
12,"[0.4695593317138118, 0.03520768269820259, 0.4952329855879857]",765
13,"[0.5975945785516998, 0.364582783151964, 0.037822638296336135]",758
14,"[0.08274943038053255, 0.06905643090332222, 0.8481941387161452]",774
15,"[0.47267514356868223, 0.05994488150668993, 0.46737997492462774]",328
16,"[0.12000555287459022, 0.7006571715157214, 0.1793372756096883]",648
17,"[0.7599470021361401, 0.12287988252560722, 0.11717311533825268]",620
18,"[0.11977271365038857, 0.6319357350475225, 0.2482915513020889]",634
19,"[0.8081320479154014, 0.09046570800556704, 0.10140224407903169]",373
20,"[0.6611366157243347, 0.04587407712755677, 0.29298930714810845]",676
21,"[0.06959398240413994, 0.8800627116349918, 0.050343305960868244]",392
22,"[0.03285893223049642, 0.44723540866666744, 0.5199056591028361]",821
23,"[0.41810856525409185, 0.30141129903970953, 0.2804801357061986]",782
24,"[0.055331327747242955, 0.07642077697109753, 0.8682478952816595]",383
25,"[0.426490473091054, 0.4638921586142139, 0.1096173682947322]",745
26,"[0.06896195117473958, 0.10127290284619984, 0.8297651459790606]",377
27,"[0.06184436650100642, 0.06688534378327544, 0.8712702897157181]",379
28,"[0.5093488250497282, 0.40360297469982814, 0.08704820025044357]",607
29,"[0.737972295662797, 0.13155528250956564, 0.13047242182763744]",548
30,"[0.071574776283436, 0.8879128153216088, 0.04051240839495526]",386
31,"[0.7946072999100287, 0.1287022794998353, 0.07669042059013603]",618
32,"[0.3844481304086435, 0.1137655406739544, 0.501786328917402]",667
33,"[0.04214208852365337, 0.8854015458357335, 0.07245636564061315]",393
34,"[0.7186996659570671, 0.03463716209066945, 0.24666317195226345]",696
35,"[0.42160221272096554, 0.10347340364969601, 0.4749243836293385]",752
36,"[0.22385085294932494, 0.1100296467942296, 0.6661195002564454]",633
37,"[0.3768027159035158, 0.5908702259618354, 0.0323270581346489]",733
38,"[0.09251905663022, 0.09307690168468453, 0.8144040416850954]",719
39,"[0.5787776368858567, 0.10010262299363736, 0.32111974012050587]",634
40,"[0.6760622917982964, 0.06624229888736288, 0.25769540931434076]",801
41,"[0.4209236207242969, 0.03571789564649972, 0.5433584836292034]",776
42,"[0.4801707132585142, 0.09069636535557556, 0.42913292138591036]",791
43,"[0.46164890563793004, 0.32878680480808115, 0.20956428955398876]",682
44,"[0.1518444768826563, 0.4692281408754328, 0.378927382241911]",799
45,"[0.6545850765726882, 0.3109816813185594, 0.0344332421087524]",727
46,"[0.28692327230687414, 0.6121177331946049, 0.10095899449852087]",623
