trial,judgment,num_cols
1,"[0.31957576575655366, 0.2533688923030883, 0.42705534194035805]",568
2,"[0.37599754657720647, 0.2542181864017836, 0.36978426702100986]",563
3,"[0.23167786733357618, 0.6763546562132693, 0.0919674764531546]",422
4,"[0.09877272856904076, 0.21970601037738288, 0.6815212610535764]",420
5,"[0.28787866002357804, 0.43189580544962125, 0.2802255345268007]",620
6,"[0.42747824126376716, 0.28437377016243465, 0.2881479885737982]",662
7,"[0.06556030473551579, 0.3755246332694175, 0.5589150619950667]",659
8,"[0.37294303466801476, 0.3654595530458818, 0.2615974122861034]",641
9,"[0.5521629412288664, 0.07155434514842929, 0.37628271362270427]",630
10,"[0.3833665936889963, 0.23568765128554542, 0.3809457550254584]",523
11,"[0.061832393476263056, 0.06074986073293301, 0.877417745790804]",1011
12,"[0.4677761994811891, 0.058339079196384785, 0.4738847213224262]",749
13,"[0.5156632027114393, 0.42123346441292003, 0.06310333287564057]",741
14,"[0.1453018310599495, 0.05906055046208453, 0.7956376184779659]",771
15,"[0.4299730052458207, 0.14317923411752448, 0.42684776063665486]",352
16,"[0.300521915649052, 0.4821843748780462, 0.21729370947290186]",613
17,"[0.5221065245843637, 0.3086657018346738, 0.16922777358096255]",599
18,"[0.28745580382566804, 0.43125661407917254, 0.2812875820951594]",591
19,"[0.6093398573036046, 0.18956654520012714, 0.2010935974962683]",435
20,"[0.5341099473147184, 0.0676315253364497, 0.3982585273488318]",654
21,"[0.1286269043563055, 0.775654909539391, 0.09571818610430345]",442
22,"[0.05659879394838334, 0.4586597045391905, 0.4847415015124261]",802
23,"[0.37150873439958343, 0.3226044589229889, 0.30588680667742757]",783
24,"[0.10826506384801025, 0.13196042624871612, 0.7597745099032737]",440
25,"[0.36506294664757094, 0.3976791427272608, 0.2372579106251683]",729
26,"[0.12448181912922296, 0.2056777887618662, 0.6698403921089109]",425
27,"[0.10054096866157679, 0.16260742219523708, 0.736851609143186]",435
28,"[0.40148730384204195, 0.3532510506159757, 0.24526164554198226]",550
29,"[0.43667666989812925, 0.28222967152391676, 0.2810936585779541]",456
30,"[0.15940801189256953, 0.7813536002945941, 0.05923838781283635]",427
31,"[0.5604932086439317, 0.3350338266264305, 0.10447296472963774]",571
32,"[0.33578161998245576, 0.28418803781380875, 0.3800303422037355]",610
33,"[0.05282977145267684, 0.7833140990730779, 0.16385612947424522]",425
34,"[0.5605607640332607, 0.0684755801445447, 0.3709636558221947]",690
35,"[0.37207684573430294, 0.2320827870397254, 0.3958403672259716]",731
36,"[0.2521623136079262, 0.2798117923541763, 0.46802589403789757]",606
37,"[0.41836913370037554, 0.5228190360010219, 0.05881183029860266]",721
38,"[0.09379268287391751, 0.08332079275289661, 0.8228865243731858]",731
39,"[0.4405660916468639, 0.27337375747023024, 0.2860601508829059]",587
40,"[0.5641791564440043, 0.054528445725096485, 0.38129239783089913]",822
41,"[0.43762585535302057, 0.062455296922848576, 0.49991884772413087]",769
42,"[0.3968720521326456, 0.2242594576753431, 0.3788684901920112]",760
43,"[0.40698006663571973, 0.33137709582153146, 0.26164283754274886]",689
44,"[0.24436818764941182, 0.40120398174664934, 0.35442783060393895]",772
45,"[0.5547288632583248, 0.3827776355075392, 0.062493501234135995]",702
46,"[0.29235735389677514, 0.44261801845563964, 0.26502462764758516]",580
47,"[0.23504600374899862, 0.39691654710968305, 0.36803744914131825]",543
48,"[0.34301682584401155, 0.3006717367832052, 0.35631143737278337]",629
49,"[0.28584113053205673, 0.3079182188320481, 0.4062406506358951]",763
50,"[0.2766842349488404, 0.4427835152470791, 0.2805322498040806]",707
51,"[0.40290042458958736, 0.27808283320374466, 0.3190167422066679]",581
52,"[0.1125255650388349, 0.06918007144162837, 0.8182943635195367]",825
53,"[0.29317249633790443, 0.44558861561062646, 0.261238888051469]",707
54,"[0.0637967938493381, 0.5038127042346309, 0.4323905019160309]",746
55,"[0.06116623787709541, 0.4565037015101462, 0.48233006061275846]",839
56,"[0.30058342130037075, 0.412434426171186, 0.28698215252844334]",698
57,"[0.127697005854591, 0.2188639377515612, 0.6534390563938477]",435
58,"[0.3493907407893077, 0.24228167240794968, 0.4083275868027427]",562
59,"[0.3293747921712505, 0.291743994596851, 0.3788812132318986]",666
60,"[0.3656043972095983, 0.23011707207044, 0.4042785307199617]",754
61,"[0.4358795609428205, 0.058887288973136456, 0.505233150084043]",779
62,"[0.33179709659946754, 0.08910125065681986, 0.5791016527437126]",792
63,"[0.23238372335561805, 0.37852531981678056, 0.3890909568276014]",686
64,"[0.2964123225673611, 0.4249119938825885, 0.27867568355005046]",738
65,"[0.5378235013751774, 0.06353823252246028, 0.39863826610236225]",698
66,"[0.2316361957057503, 0.3836645486019429, 0.38469925569230684]",709
67,"[0.6775948805409387, 0.22013828935125673, 0.10226683010780446]",421
68,"[0.3058174364215991, 0.4367096937987085, 0.2574728697796923]",590
69,"[0.22564446904360377, 0.7104060798195314, 0.06394945113686487]",412
70,"[0.35882865967226474, 0.2389690077410921, 0.4022023325866432]",734
71,"[0.25329394729308335, 0.4176749576528285, 0.3290310950540881]",696
72,"[0.48170050185906244, 0.2903784741867712, 0.22792102395416633]",622
73,"[0.16627362803199033, 0.13781989222285349, 0.6959064797451563]",416
74,"[0.23037356224136388, 0.38279790658728174, 0.38682853117135435]",535
75,"[0.3968873103928166, 0.2653399073177154, 0.337772782289468]",674
76,"[0.485889546286626, 0.07694072070433797, 0.43716973300903605]",619
77,"[0.22479162179937656, 0.4805370683568025, 0.29467130984382106]",588
78,"[0.2552395241791468, 0.415294565646192, 0.3294659101746611]",560
79,"[0.11211766974006607, 0.20708555553409622, 0.6807967747258378]",427
80,"[0.45212204910512593, 0.2690360663098934, 0.27884188458498077]",586
81,"[0.10160760230558094, 0.10375947452675918, 0.79463292316766]",738
82,"[0.06516470102537042, 0.4187092910785566, 0.5161260078960731]",769
84,"[0.5958122418666864, 0.3385885367989743, 0.06559922133433929]",726
85,"[0.4474330285211136, 0.4924898287438569, 0.06007714273502954]",732
86,"[0.061607693795569525, 0.33042766705519727, 0.607964639149233]",729
90,"[0.12888072107822235, 0.0872729835278641, 0.7838462953939136]",800
91,"[0.36193531032330223, 0.36089845677932847, 0.27716623289736925]",713
93,"[0.07980941178878333, 0.7399355992560738, 0.18025498895514291]",428
94,"[0.3205653584439281, 0.3090624641709186, 0.3703721773851533]",701
97,"[0.39287700032083345, 0.2564337643125834, 0.3506892353665832]",592
98,"[0.3930201656552235, 0.20836851444504617, 0.3986113198997303]",777
99,"[0.4925134024052706, 0.06597953200428955, 0.44150706559043995]",744
100,"[0.4525986592464963, 0.07237105446915534, 0.47503028628434846]",746
102,"[0.3332335518403943, 0.4070946123259964, 0.25967183583360925]",598
103,"[0.43870260561817914, 0.2640992512075169, 0.2971981431743039]",692
106,"[0.2487174844052033, 0.3787284419719029, 0.37255407362289383]",782
107,"[0.4153440203831423, 0.2942901407936311, 0.2903658388232266]",696
109,"[0.25492860902193576, 0.3144412572561513, 0.430630133721913]",699
111,"[0.7718317799671796, 0.11210149610632134, 0.116066723926499]",451
112,"[0.06443330999403683, 0.45022356279999814, 0.4853431272059651]",845
113,"[0.340730304039541, 0.28063123702164106, 0.37863845893881787]",760
114,"[0.4692920770511385, 0.46996614451009344, 0.06074177843876804]",335
115,"[0.07092316900382813, 0.3582187626109149, 0.5708580683852571]",672
118,"[0.3751838726747572, 0.25225112833009494, 0.3725649989951478]",759
