trial,judgment,num_cols
1,"[0.33740978615762646, 0.1529701219875979, 0.5096200918547757]",597
2,"[0.42232387174737296, 0.15243137455570405, 0.425244753696923]",608
3,"[0.1566938025827989, 0.7702158027216593, 0.07309039469554166]",395
4,"[0.07450416521661778, 0.14587345753052497, 0.7796223772528573]",383
5,"[0.2859556480266863, 0.5317057125194349, 0.1823386394538787]",649
6,"[0.5199717355400622, 0.2350349863198858, 0.2449932781400519]",672
7,"[0.04223763526835986, 0.3035753592708754, 0.6541870054607648]",673
8,"[0.3869916808498127, 0.3767583999681326, 0.2362499191820547]",636
9,"[0.6575365949763565, 0.04678637304101783, 0.2956770319826255]",648
10,"[0.43561896983050746, 0.13738245439999205, 0.42699857576950057]",557
11,"[0.06500274518775209, 0.05966274535904985, 0.8753345094531981]",1000
12,"[0.4695537806989252, 0.037204904038879556, 0.4932413152621952]",765
13,"[0.5710220557994012, 0.38809751545281923, 0.04088042874777945]",759
14,"[0.09840608620747819, 0.06416830613456531, 0.8374256076579565]",773
15,"[0.4571862768429712, 0.08984567344929253, 0.4529680497077363]",337
16,"[0.1946091401676583, 0.609064361771948, 0.1963264980603937]",628
17,"[0.6641526580977052, 0.19870791960932552, 0.13713942229296933]",614
18,"[0.19076726267376232, 0.5470691905325782, 0.2621635467936594]",617
19,"[0.7316460510214836, 0.1262253001678307, 0.1421286488106857]",399
20,"[0.6053019844383177, 0.0449878792233368, 0.3497101363383455]",673
21,"[0.08575270904600212, 0.8502871113845972, 0.06396017956940067]",405
22,"[0.03480715449424213, 0.45882969216620645, 0.5063631533395514]",819
23,"[0.399213288567777, 0.31259720921354184, 0.2881895022186812]",782
24,"[0.07750082174398261, 0.09637391425977934, 0.8261252639962381]",405
25,"[0.3954706726280899, 0.4386089613380738, 0.1659203660338364]",743
26,"[0.08695286718492319, 0.1439853344729194, 0.7690617983421574]",393
27,"[0.07595349029960383, 0.10165327756863987, 0.8223932321317563]",390
28,"[0.4697592474952135, 0.3834287880750086, 0.14681196442977792]",585
29,"[0.6036131886749394, 0.19804260878226648, 0.19834420254279417]",513
30,"[0.10572401894416178, 0.8512361629786337, 0.043039818077204604]",405
31,"[0.702967296058551, 0.21216188976572148, 0.08487081417572748]",605
32,"[0.37395827348007354, 0.1821002768931797, 0.4439414496267468]",642
33,"[0.043828027835106066, 0.8526984989245356, 0.1034734732403583]",401
34,"[0.6586574525755085, 0.04487935343232828, 0.2964631939921633]",700
35,"[0.39269857300133865, 0.15863007665791887, 0.44867135034074246]",742
36,"[0.23673452144574994, 0.17814361615264898, 0.5851218624016011]",619
37,"[0.3977201110147629, 0.5677548501470647, 0.0345250388381722]",732
38,"[0.08920257959294495, 0.08873474825517884, 0.8220626721518762]",724
39,"[0.5248577006053857, 0.16680282152564782, 0.30833947786896654]",608
40,"[0.6213293709153253, 0.058625658148712415, 0.32004497093596235]",809
41,"[0.42682265817441023, 0.041564323162178556, 0.5316130186634113]",779
42,"[0.4395021959423576, 0.15287421910538987, 0.4076235849522526]",779
43,"[0.44292802826471234, 0.32620436174516176, 0.2308676099901259]",687
44,"[0.18669591004492678, 0.44439873285700027, 0.3689053570980728]",795
45,"[0.6154549214734549, 0.34778947260272675, 0.03675560592381823]",720
46,"[0.29273187120771854, 0.541959141570797, 0.16530898722148432]",607
47,"[0.13672875313377836, 0.45528028812363547, 0.4079909587425862]",571
48,"[0.34494668519248406, 0.291913762186666, 0.3631395526208499]",626
49,"[0.2596304517240867, 0.2693295426601076, 0.47104000561580567]",775
50,"[0.23756692773912577, 0.5032028355725433, 0.25923023668833084]",699
51,"[0.47583866472037034, 0.18028032502543198, 0.34388101025419765]",618
52,"[0.11072244040031792, 0.08867539859268986, 0.8006021610069922]",797
53,"[0.2557260162607759, 0.5424295036903438, 0.20184448004888028]",725
54,"[0.07849912676373504, 0.5027916113103127, 0.41870926192595215]",744
55,"[0.03686344036670033, 0.47484099301514193, 0.4882955666181577]",844
56,"[0.29372722056056, 0.44220829067824813, 0.2640644887611919]",688
57,"[0.08889019761382663, 0.14878592173934782, 0.7623238806468255]",398
58,"[0.38483953007409866, 0.14240404237342688, 0.4727564275524744]",587
59,"[0.3260086062662969, 0.2769574895756016, 0.3970339041581015]",662
60,"[0.38074697794662415, 0.15576297264956385, 0.463490049403812]",769
61,"[0.42439702899993387, 0.041410243585772985, 0.5341927274142931]",792
62,"[0.3059346654096124, 0.06673401558854168, 0.627331319001846]",797
63,"[0.1834729822467633, 0.40837303956938836, 0.4081539781838484]",674
64,"[0.2780372538445327, 0.47372936968212903, 0.24823337647333826]",733
65,"[0.5969489024887842, 0.04384803886193051, 0.35920305864928537]",708
66,"[0.1855451987585323, 0.40750983739933916, 0.4069449638421285]",703
67,"[0.7752368036126284, 0.15357525106178055, 0.07118794532559107]",391
68,"[0.3164617076122838, 0.5263008735195277, 0.15723741886818843]",620
69,"[0.15037963447157657, 0.7991721912038546, 0.05044817432456868]",391
70,"[0.3687394194878467, 0.1660506457975911, 0.4652099347145623]",754
71,"[0.2171586970023502, 0.4574252675375307, 0.32541603546011916]",687
72,"[0.5889100335168735, 0.18125601488226784, 0.22983395160085873]",651
73,"[0.11615842056320264, 0.08558215931015989, 0.7982594201266375]",384
74,"[0.1327550079938441, 0.4305264463343788, 0.436718545671777]",564
75,"[0.4547679760289955, 0.20437103901597975, 0.34086098495502476]",682
76,"[0.5195056178959028, 0.05628246756261406, 0.42421191454148316]",625
77,"[0.20022498889518284, 0.6089290297889932, 0.1908459813158239]",607
78,"[0.1545097648341758, 0.4880824265528412, 0.3574078086129831]",592
79,"[0.06635140055019038, 0.13709445658683236, 0.7965541428629772]",397
80,"[0.5598046839338983, 0.1696144569446077, 0.270580859121494]",608
81,"[0.09465616533011946, 0.10763284888537165, 0.7977109857845088]",737
82,"[0.04376876993778443, 0.3969794363936555, 0.55925179366856]",794
84,"[0.7160499898299383, 0.2426970488324954, 0.041252961337566244]",755
85,"[0.4415703545798359, 0.5181451190704602, 0.04028452634970387]",743
86,"[0.03625426004669094, 0.23982681004275616, 0.7239189299105528]",752
90,"[0.10447660888797448, 0.11244950548712052, 0.7830738856249051]",786
91,"[0.38852473643618735, 0.38341840086105067, 0.22805686270276196]",722
93,"[0.06904525890185309, 0.81035751996035, 0.12059722113779699]",400
94,"[0.3119708577808649, 0.2934489732928151, 0.3945801689263199]",706
97,"[0.4624143784735056, 0.1565577453164295, 0.38102787621006484]",626
98,"[0.4288932548460116, 0.1319368249463882, 0.4391699202076002]",796
99,"[0.5417203010297924, 0.036713417320183295, 0.42156628165002424]",756
100,"[0.47358764476269744, 0.04792002084643859, 0.478492334390864]",753
102,"[0.36229065050136133, 0.4782161583182603, 0.15949319118037833]",626
103,"[0.5299813605581453, 0.20768725580106492, 0.26233138364078984]",704
106,"[0.167150932252163, 0.42600269719443623, 0.40684637055340084]",787
107,"[0.45786809182351945, 0.2768293848181625, 0.265302523358318]",689
109,"[0.18963598214876207, 0.2873983237694066, 0.5229656940818314]",714
111,"[0.8531111544770622, 0.06522695255937815, 0.08166189296355959]",412
112,"[0.041137874559512615, 0.4392180022170919, 0.5196441232233954]",861
113,"[0.3458382519759283, 0.24347105750039863, 0.4106906905236729]",761
114,"[0.47976555414649913, 0.47976555414649913, 0.04046889170700178]",332
115,"[0.05023249486582717, 0.2666451253789208, 0.683122379755252]",698
118,"[0.3940050323669883, 0.20157836144773342, 0.40441660618527825]",768
121,"[0.477624623363184, 0.47110095213203035, 0.05127442450478547]",635
122,"[0.4457419780784845, 0.048320489147356004, 0.5059375327741594]",875
123,"[0.39484238753365836, 0.21543457258479942, 0.3897230398815421]",662
126,"[0.08296333388401246, 0.07872997246081098, 0.8383066936551765]",832
127,"[0.46998058044920915, 0.13872586135593964, 0.3912935581948511]",797
129,"[0.5987808564397058, 0.19290336892656143, 0.2083157746337328]",615
132,"[0.3486166561693776, 0.381704446353523, 0.2696788974770994]",712
133,"[0.4767691292697668, 0.47541835467567095, 0.04781251605456222]",635
139,"[0.14894949083602568, 0.4956099632850652, 0.35544054587890905]",601
140,"[0.46339154812827815, 0.46357099580278355, 0.07303745606893822]",334
142,"[0.15655973300044385, 0.5071739396476953, 0.33626632735186085]",613
143,"[0.4207769063605048, 0.15652211793757437, 0.42270097570192094]",688
144,"[0.661681381745383, 0.04410374784719196, 0.2942148704074251]",715
145,"[0.0496051324696005, 0.45419947906426883, 0.49619538846613065]",879
148,"[0.8659528016871778, 0.05657851714017793, 0.07746868117264426]",847
149,"[0.3091592532041083, 0.4798201957446319, 0.2110205510512598]",697
154,"[0.1140981704146917, 0.13494361412005446, 0.7509582154652539]",392
156,"[0.3250839867740733, 0.16333051826860376, 0.5115854949573229]",616
158,"[0.4578097195290473, 0.0387365114907651, 0.5034537689801877]",709
163,"[0.7674305661877048, 0.11503218592180699, 0.11753724789048817]",756
166,"[0.034259586777345245, 0.5203443848537391, 0.44539602836891573]",795
170,"[0.23404210154811833, 0.38917725209337045, 0.3767806463585113]",704
173,"[0.3264768938490186, 0.3734555926558675, 0.3000675134951139]",781
179,"[0.41010931981988624, 0.19741221397081934, 0.3924784662092945]",792
183,"[0.04829961631688068, 0.1661548920087399, 0.7855454916743794]",400
