trial,judgment,num_cols
1,"[0.032405704642272506, 0.763700568608117, 0.20389372674961054]",392
2,"[0.046103541955305034, 0.3202476782984734, 0.6336487797462217]",533
3,"[0.2502080905089486, 0.7131889621388615, 0.03660294735218996]",417
4,"[0.04614735664043211, 0.06454669880198234, 0.8893059445575855]",360
5,"[0.1117707527914936, 0.5834051514735682, 0.3048240957349382]",587
6,"[0.4664527940367599, 0.49361219561578584, 0.03993501034745443]",664
7,"[0.05871546097779531, 0.05743963364219409, 0.8838449053800106]",702
8,"[0.8546950931288173, 0.07813193770953525, 0.06717296916164729]",611
9,"[0.913852559233636, 0.04652399732448615, 0.03962344344187791]",704
10,"[0.47677732804691975, 0.385029833507428, 0.13819283844565233]",510
11,"[0.03856357990374296, 0.036072955282194195, 0.925363464814063]",1073
12,"[0.8811929769804518, 0.061657361361676224, 0.057149661657871866]",701
13,"[0.2705189137884215, 0.6880110167351702, 0.041470069476408154]",694
14,"[0.0393055148513029, 0.044381875410650674, 0.9163126097380464]",827
15,"[0.6572381361732813, 0.30661574299228506, 0.036146120834433575]",393
16,"[0.33281670564351457, 0.5941003545094955, 0.07308293984698992]",562
17,"[0.6800604062135025, 0.24504531818345932, 0.07489427560303819]",577
18,"[0.096637948158508, 0.8029368320324435, 0.10042521980904845]",621
19,"[0.8133775918338358, 0.14863090463139356, 0.03799150353477058]",361
20,"[0.921809985573305, 0.037790460461569295, 0.04039955396512567]",717
21,"[0.06908768275278639, 0.8891354199065891, 0.041776897340624466]",387
22,"[0.02812549855280552, 0.6262894366909671, 0.34558506475622736]",780
23,"[0.05536743425024995, 0.056749719377095095, 0.887882846372655]",760
24,"[0.04325423248697442, 0.06686056818332319, 0.8898851993297023]",367
25,"[0.04997601748617499, 0.5409616234836605, 0.4090623590301645]",710
26,"[0.03482518201538257, 0.2615944032169086, 0.7035804147677088]",395
27,"[0.0459150055616308, 0.08012133806158252, 0.8739636563767867]",372
28,"[0.06900890911954936, 0.8453509777275509, 0.08564011315289981]",611
29,"[0.6117953825415386, 0.10794291231236143, 0.28026170514609977]",507
30,"[0.1805024054922289, 0.7798940365550715, 0.039603557952699604]",439
31,"[0.4567406717482887, 0.42882316406306187, 0.11443616418864931]",579
32,"[0.10869387132463619, 0.7058876907197852, 0.18541843795557864]",429
33,"[0.041916461992909486, 0.9197661388936347, 0.038317399113455795]",384
34,"[0.8800425372389374, 0.060757729902375726, 0.05919973285868679]",734
35,"[0.3144880818530993, 0.5291332246277496, 0.15637869351915104]",684
36,"[0.03445044833895023, 0.041754311862646894, 0.923795239798403]",602
37,"[0.5333589935311821, 0.43641742563014685, 0.030223580838671004]",729
38,"[0.047922014992425835, 0.0491507943152854, 0.9029271906922888]",796
39,"[0.2294010154461711, 0.661271398149271, 0.10932758640455788]",449
40,"[0.9128419087757947, 0.05255783478986766, 0.0346002564343376]",878
41,"[0.03245084882272264, 0.04327722965766258, 0.9242719215196148]",812
42,"[0.04587911089896663, 0.22509306313548869, 0.7290278259655447]",756
43,"[0.5059158010681426, 0.05849147273249029, 0.4355927261993672]",692
44,"[0.06540861512402397, 0.0717976438057357, 0.8627937410702403]",767
45,"[0.9146865729555581, 0.049328666196384686, 0.03598476084805714]",755
46,"[0.04071281543915287, 0.18475543624987187, 0.7745317483109753]",395
47,"[0.05380354932867691, 0.46791284834626373, 0.4782836023250594]",587
48,"[0.42054748533778774, 0.050509536345460605, 0.5289429783167516]",616
49,"[0.05708994038283025, 0.08247313776219366, 0.8604369218549761]",810
50,"[0.16962262425229185, 0.736247525048132, 0.09412985069957615]",664
51,"[0.6189533067801107, 0.2513682541279947, 0.12967843909189472]",597
52,"[0.03695053242037594, 0.03818273435284376, 0.9248667332267804]",952
53,"[0.3244875725791968, 0.18661158040670503, 0.48890084701409814]",655
54,"[0.043996881868850306, 0.30807498656054916, 0.6479281315706006]",757
55,"[0.04574393134699212, 0.33669649411839625, 0.6175595745346115]",806
56,"[0.07973602134198425, 0.8378462628938362, 0.08241771576417953]",632
57,"[0.03635069457213625, 0.20306896715263592, 0.7605803382752278]",392
58,"[0.2486209691732316, 0.6179903961290297, 0.1333886346977385]",465
59,"[0.6150247875922537, 0.0589938371028554, 0.32598137530489096]",667
60,"[0.04615631722561614, 0.04078803834828692, 0.913055644426097]",801
61,"[0.06141179094454643, 0.06550410586658222, 0.8730841031888713]",772
62,"[0.6222371878756666, 0.08256537900820544, 0.295197433116128]",759
63,"[0.33183321860640586, 0.5793345899024134, 0.08883219149118082]",707
64,"[0.07720447431031273, 0.5924635527010876, 0.3303319729885995]",717
65,"[0.8877575271136805, 0.057342105564746955, 0.05490036732157252]",723
66,"[0.09381666709531662, 0.8120215586573339, 0.0941617742473494]",705
67,"[0.7543868314562854, 0.20825142194065294, 0.03736174660306156]",387
68,"[0.03468661964659867, 0.35085596553088744, 0.6144574148225138]",458
69,"[0.14616163585181471, 0.8050823810039894, 0.048755983144195804]",380
70,"[0.8864499363360623, 0.0574684584365189, 0.05608160522741892]",736
71,"[0.12621354822227085, 0.7728704602855684, 0.10091599149216075]",644
72,"[0.9221342458501681, 0.0337334416120096, 0.04413231253782223]",605
73,"[0.0329333520629418, 0.27952582443466617, 0.6875408235023921]",421
74,"[0.04404622183980496, 0.08220646471461703, 0.8737473134455781]",579
75,"[0.44569294474158166, 0.5118298298230224, 0.04247722543539592]",663
76,"[0.9058935629642354, 0.047663876337130553, 0.04644256069863404]",624
77,"[0.044880818582972465, 0.16636534596398816, 0.7887538354530393]",381
78,"[0.7157981937610302, 0.24011696872247787, 0.04408483751649211]",390
79,"[0.04371021556686956, 0.160590073472938, 0.7956997109601924]",390
80,"[0.2048703988206666, 0.7520201626442983, 0.04310943853503494]",389
81,"[0.042284260831353705, 0.0397174612592737, 0.9179982779093726]",815
82,"[0.056802796079569305, 0.7650040297559733, 0.1781931741644574]",688
84,"[0.8597958688629557, 0.06944651724681064, 0.07075761389023366]",749
85,"[0.4507643822616771, 0.5158813174371126, 0.03335430030121016]",749
86,"[0.05909991083520862, 0.08140547170478286, 0.8594946174600084]",768
90,"[0.04114416404610345, 0.03629842892563264, 0.9225574070282639]",899
91,"[0.04978912516324383, 0.5332480215592251, 0.4169628532775311]",703
93,"[0.06227805626186925, 0.8998807260352601, 0.037841217702870605]",372
94,"[0.32961158995347745, 0.6371724743670438, 0.033215935679478704]",694
97,"[0.42573247743819104, 0.15348954498111467, 0.42077797758069424]",618
98,"[0.04725650551818309, 0.2623174806437621, 0.6904260138380548]",754
99,"[0.04709413549754438, 0.04252881529557753, 0.9103770492068781]",662
100,"[0.057611983950056275, 0.06539955622206456, 0.8769884598278791]",715
102,"[0.8561867106861596, 0.06869012644089026, 0.07512316287295011]",673
103,"[0.8802180369847168, 0.06274514061514487, 0.05703682240013824]",735
106,"[0.05601582242265227, 0.2016182805346035, 0.7423658970427442]",777
107,"[0.6100568472802914, 0.12188465758279918, 0.2680584951369094]",674
109,"[0.06734732081227465, 0.06417392668324479, 0.8684787525044805]",768
111,"[0.9257598744565053, 0.04227726804802994, 0.03196285749546465]",392
112,"[0.0372157941889698, 0.05387898670564466, 0.9089052191053856]",924
113,"[0.22991313084984907, 0.7215508175564993, 0.04853605159365168]",714
114,"[0.9106975624589083, 0.03805505299613082, 0.05124738454496086]",332
115,"[0.20125522466939214, 0.22153070737828834, 0.5772140679523196]",588
118,"[0.058397065354606315, 0.07122303703684779, 0.870379897608546]",773
121,"[0.9214248237743241, 0.036830335116675855, 0.041744841109000036]",644
122,"[0.057884253462310076, 0.054015710163979595, 0.8881000363737105]",741
123,"[0.5898948405023894, 0.06498604945012955, 0.34511911004748097]",633
126,"[0.04809036389487483, 0.05771387792641542, 0.8941957581787097]",890
127,"[0.0849502307650302, 0.05113534644753796, 0.8639144227874318]",776
129,"[0.6827188347274437, 0.23416956327897784, 0.08311160199357849]",604
132,"[0.9307522747545695, 0.03570986374016199, 0.03353786150526872]",714
133,"[0.9239180037658927, 0.0392864896691268, 0.036795506564980575]",642
139,"[0.7438226958221129, 0.22406164327272798, 0.03211566090515926]",395
140,"[0.036102150663932485, 0.7679997572203983, 0.19589809211566928]",387
142,"[0.07251517710494054, 0.7038655177356768, 0.2236193051593825]",606
143,"[0.37599382280072274, 0.49366789301658814, 0.130338284182689]",761
144,"[0.9225225836450016, 0.033823666892501075, 0.04365374946249727]",750
145,"[0.050575421685256826, 0.33865716595641593, 0.6107674123583273]",861
148,"[0.9174909856993035, 0.035354319617424655, 0.047154694683271714]",900
149,"[0.05040236448225205, 0.8727418681231557, 0.07685576739459223]",650
154,"[0.04465797915588125, 0.05153450569202361, 0.9038075151520951]",342
156,"[0.5110773131428503, 0.244376625306311, 0.24454606155083872]",631
158,"[0.04088455704721075, 0.031529113966412115, 0.927586328986377]",717
163,"[0.9185048663799252, 0.044456174458548436, 0.03703895916152645]",869
166,"[0.045110073395514774, 0.1017582862150362, 0.853131640389449]",751
170,"[0.029419234538836363, 0.04238003990586757, 0.9282007255552961]",707
173,"[0.055136307560630135, 0.06455647026074215, 0.8803072221786278]",753
179,"[0.8891518143899019, 0.05544284290756688, 0.055405342702531356]",808
183,"[0.0374106494190716, 0.0431679486881285, 0.9194214018927999]",364
186,"[0.9274651733224512, 0.0350963085092242, 0.03743851816832472]",686
190,"[0.055788999331587784, 0.07904301956545802, 0.8651679811029541]",810
192,"[0.8980032768796586, 0.052503797936766225, 0.04949292518357515]",764
196,"[0.061951571795780876, 0.05859996397679549, 0.8794484642274236]",737
207,"[0.8915423539972267, 0.057028184890163675, 0.05142946111260958]",685
210,"[0.9189335538318837, 0.04180167137161003, 0.03926477479650625]",840
214,"[0.9028279305009775, 0.046471746995442806, 0.050700322503579635]",767
215,"[0.9244348580498188, 0.03716253950581809, 0.03840260244436315]",919
223,"[0.7635561707428205, 0.16608476118105653, 0.07035906807612304]",771
254,"[0.9206700860024158, 0.03910462132285866, 0.040225292674725646]",773
283,"[0.9061486306813715, 0.051070103652644645, 0.04278126566598378]",799
289,"[0.9184235142857251, 0.040788543405270314, 0.040787942309004746]",617
297,"[0.9249639456345633, 0.033473161045781574, 0.04156289331965492]",695
302,"[0.8651940236662069, 0.0656709655614276, 0.06913501077236557]",803
306,"[0.046531532125782135, 0.04407998353303591, 0.9093884843411819]",749
307,"[0.9244085378751549, 0.03779482037379812, 0.03779664175104704]",741
316,"[0.06094312409268393, 0.059642786740252134, 0.879414089167064]",886
319,"[0.8706074078250398, 0.06850432972162124, 0.06088826245333898]",735
326,"[0.9272442584634011, 0.030503782075258414, 0.042251959461340645]",699
332,"[0.8860701356867414, 0.06488265362558282, 0.04904721068767588]",768
380,"[0.04350105297533959, 0.039541565031357355, 0.916957381993303]",730
