trial,judgment,num_cols
1,"[0.33312337589446206, 0.044371838706129464, 0.6225047853994086]",616
2,"[0.4872879752830595, 0.04364683649653252, 0.46906518822040805]",628
3,"[0.056842035433155066, 0.8914485430225141, 0.05170942154433094]",357
4,"[0.039215129116734165, 0.05627072550275373, 0.9045141453805122]",367
5,"[0.21449588940658382, 0.716235813611449, 0.06926829698196721]",683
6,"[0.7630476748653169, 0.10754375720708742, 0.12940856792759567]",701
7,"[0.053130364919385456, 0.17514744058394954, 0.771722194496665]",714
8,"[0.3937537899773314, 0.3969123525940805, 0.20933385742858815]",629
9,"[0.8199973200772207, 0.05996296748812898, 0.1200397124346503]",654
10,"[0.48944191832284917, 0.04492468393223271, 0.4656333977449181]",606
11,"[0.06325351452886199, 0.07402662741329721, 0.8627198580578409]",962
12,"[0.4275726548230804, 0.04888264411337914, 0.5235447010635405]",788
13,"[0.6112355644790147, 0.35926327312911593, 0.029501162391869232]",766
14,"[0.08897342442765786, 0.0816830751812757, 0.8293435003910664]",729
15,"[0.481535048351976, 0.03854337871700366, 0.4799215729310203]",315
16,"[0.05293118295897157, 0.7434329327120471, 0.20363588432898128]",647
17,"[0.8113455223005511, 0.06805005663807855, 0.12060442106137033]",648
18,"[0.05879022022469754, 0.6704101260701796, 0.2707996537051228]",667
19,"[0.8933988927601024, 0.05573638072333265, 0.05086472651656488]",362
20,"[0.6410338088307558, 0.04470373823932406, 0.3142624529299201]",687
21,"[0.05376779446064259, 0.9056005911112172, 0.04063161442814024]",368
22,"[0.03672733570015377, 0.4923627850548105, 0.4709098792450357]",829
23,"[0.4121214458793671, 0.32653733800035595, 0.26134121612027683]",798
24,"[0.04875395684970754, 0.03944700307935883, 0.9117990400709337]",386
25,"[0.4010634051805633, 0.5237247935724956, 0.07521180124694106]",744
26,"[0.04259331162608018, 0.0608683218363283, 0.8965383665375916]",361
27,"[0.04551506519958289, 0.05609751144301086, 0.8983874233574062]",355
28,"[0.5254839324348977, 0.43054958968323565, 0.04396647788186673]",615
29,"[0.8633778248936349, 0.0719325624441181, 0.06468961266224699]",574
30,"[0.05075444115647968, 0.9069933483183155, 0.04225221052520492]",370
31,"[0.8879857537643085, 0.06524984854927156, 0.04676439768641995]",620
32,"[0.3760893048407086, 0.06708780595134234, 0.5568228892079492]",716
33,"[0.03523448320311373, 0.9197710656695006, 0.04499445112738559]",389
34,"[0.725238265116051, 0.033888632497410025, 0.24087310238653897]",704
35,"[0.48360803121066825, 0.05639334291351278, 0.4599986258758189]",770
36,"[0.2276169269731595, 0.05368820863295202, 0.7186948643938885]",623
37,"[0.35130422864979605, 0.6146713962208493, 0.034024375129354606]",748
38,"[0.11057356647124894, 0.11473625908574879, 0.7746901744430024]",734
39,"[0.6034430901863954, 0.059154734953537305, 0.3374021748600674]",685
40,"[0.755291109061176, 0.08770486327435434, 0.15700402766446964]",815
41,"[0.41477447312068433, 0.034179491953929685, 0.551046034925386]",772
42,"[0.4717205885475365, 0.04900893706551017, 0.4792704743869533]",782
43,"[0.49427500258778806, 0.32311466223477614, 0.18261033517743583]",679
44,"[0.14795547918237306, 0.451743311813933, 0.40030120900369404]",778
45,"[0.7248098217821028, 0.24067325783130125, 0.03451692038659586]",712
46,"[0.19709874967397678, 0.7448782584356617, 0.05802299189036159]",624
47,"[0.04173681495537577, 0.5235543105315009, 0.4347088745131233]",606
48,"[0.34742514171792377, 0.2875124508196751, 0.365062407462401]",623
49,"[0.2507619760945573, 0.21285266647207163, 0.5363853574333711]",784
50,"[0.22290689113527773, 0.6168135527453404, 0.16027955611938183]",697
51,"[0.5411607443417926, 0.055531771671082183, 0.4033074839871252]",679
52,"[0.1576900835662356, 0.16612378700531183, 0.6761861294284526]",786
53,"[0.13417493704593442, 0.7957697252475584, 0.07005533770650722]",767
54,"[0.06119354782440375, 0.4526409677654685, 0.48616548441012764]",738
