trial,judgment,num_cols
1,"[0.0656793457627297, 0.41572477208290676, 0.5185958821543635]",498
2,"[0.056522011842873365, 0.4549440045085505, 0.4885339836485761]",497
3,"[0.232670683033993, 0.7456606121258412, 0.021668704840165677]",394
4,"[0.015799476866763872, 0.04980316775136844, 0.9343973553818676]",342
5,"[0.07200350410570776, 0.4461654157439883, 0.4818310801503039]",516
6,"[0.5124866547515019, 0.40893528136222795, 0.07857806388627019]",671
7,"[0.017504968495868585, 0.07908357976730664, 0.9034114517368249]",733
8,"[0.5324442816265132, 0.23475347922287126, 0.23280223915061554]",633
9,"[0.9167906649794763, 0.03129643699446843, 0.05191289802605531]",706
10,"[0.3783012034316656, 0.29364307422354313, 0.32805572234479113]",516
11,"[0.01366346884063839, 0.021739203740061677, 0.9645973274192999]",1107
12,"[0.9017063500888519, 0.04540750323399697, 0.05288614667715107]",710
13,"[0.497172289322882, 0.48649167963009005, 0.016336031047028084]",756
14,"[0.0348890104396201, 0.027727561642910015, 0.93738342791747]",839
15,"[0.7083883383801973, 0.25006983413161876, 0.04154182748818393]",374
16,"[0.4848724517132343, 0.4876895452131747, 0.027438003073590903]",486
17,"[0.5095875236741453, 0.3960834409306023, 0.09432903539525242]",535
18,"[0.470682138727607, 0.4951023975627004, 0.0342154637096926]",497
19,"[0.7829084357651744, 0.19281383540846359, 0.024277728826362078]",370
20,"[0.9180932130093221, 0.021881493800029544, 0.06002529319064833]",723
21,"[0.06032670832011115, 0.9007160075460627, 0.03895728413382609]",373
22,"[0.013024017539228555, 0.4971091034338738, 0.4898668790268977]",832
23,"[0.04383436876284248, 0.17798430899802048, 0.778181322239137]",764
24,"[0.026651167380237886, 0.1273571436022607, 0.8459916890175014]",381
25,"[0.18489685626518748, 0.5121807187634633, 0.3029224249713492]",719
26,"[0.02557360312784844, 0.20516510864487245, 0.7692612882272791]",376
27,"[0.02232572471068742, 0.1564774006810644, 0.8211968746082481]",376
28,"[0.05901399997500006, 0.45933728212674113, 0.4816487178982588]",499
29,"[0.32396451466106435, 0.3032889465454116, 0.3727465387935241]",420
30,"[0.10751717861840647, 0.8683968963773373, 0.024085925004256284]",396
31,"[0.5137368569309022, 0.44028973876547556, 0.045973404303622185]",527
32,"[0.16469525733556167, 0.4698928129244814, 0.36541192973995695]",538
33,"[0.025662219785284244, 0.9346552704501573, 0.039682509764558525]",348
34,"[0.839179942779004, 0.03432968777300503, 0.126490369447991]",733
35,"[0.1376496289046232, 0.4155159677122846, 0.4468344033830922]",702
36,"[0.05049348106134127, 0.34002307031656975, 0.609483448622089]",527
37,"[0.4497871517717175, 0.524439447265, 0.02577340096328253]",740
38,"[0.04015470131802263, 0.03088285696399192, 0.9289624417179854]",804
39,"[0.47772576850477366, 0.4137679753527508, 0.10850625614247544]",525
40,"[0.9492269899990097, 0.019225881704888217, 0.031547128296102095]",878
41,"[0.05523663943865459, 0.02534100801016053, 0.9194223525511849]",824
42,"[0.039807821267551106, 0.2934925590464621, 0.6666996196859869]",748
43,"[0.5049245034941405, 0.29467259308036886, 0.20040290342549064]",675
44,"[0.08332398996573681, 0.09532915630535438, 0.8213468537289088]",766
45,"[0.909588476383551, 0.07724094273174482, 0.013170580884704314]",775
46,"[0.03475702188606863, 0.5053791646314237, 0.4598638134825076]",479
47,"[0.18759955469799205, 0.42864699562888264, 0.3837534496731253]",556
48,"[0.3361692869934622, 0.2836605193427649, 0.38017019366377286]",626
49,"[0.05322036768267444, 0.06006154799826192, 0.8867180843190636]",819
50,"[0.10908560121964314, 0.4862051698434125, 0.40470922893694433]",716
51,"[0.4180574000456851, 0.3737495514451649, 0.20819304850915007]",544
52,"[0.026545497347270738, 0.02532705746037982, 0.9481274451923495]",968
53,"[0.2675772013805793, 0.4417805760470119, 0.2906422225724088]",703
54,"[0.01457443460851209, 0.37661883109956595, 0.6088067342919219]",769
55,"[0.013926954455874102, 0.4022555480288366, 0.5838174975152892]",857
56,"[0.05357651791928003, 0.5985112174528727, 0.3479122646278473]",669
57,"[0.021533648516575504, 0.22980074213821444, 0.74866560934521]",382
58,"[0.29758422437547094, 0.3136903451569855, 0.3887254304675434]",546
59,"[0.3834624213044119, 0.24943756203324302, 0.36710001666234504]",669
60,"[0.040241772648954004, 0.11460960967574056, 0.8451486176753054]",788
61,"[0.07564727219599147, 0.038833847942592335, 0.8855188798614161]",804
62,"[0.4283153142158753, 0.075131404000208, 0.4965532817839167]",785
63,"[0.40198576626224863, 0.5379970390965152, 0.06001719464123613]",724
64,"[0.032503583028970356, 0.5578423489069141, 0.40965406806411564]",737
65,"[0.8680961239179974, 0.04270477410463579, 0.0891991019773668]",744
66,"[0.3634075976265936, 0.5427776770803415, 0.09381472529306485]",756
67,"[0.7674224157599105, 0.21529126390867065, 0.01728632033141864]",376
68,"[0.09002863908463002, 0.5057232525429958, 0.4042481083723742]",506
69,"[0.2062610240009839, 0.7768819568593425, 0.016857019139673718]",377
70,"[0.7574971447109204, 0.06595972599715683, 0.17654312929192276]",753
71,"[0.22891285783361923, 0.6002323178299536, 0.17085482433642712]",670
72,"[0.8920965276917199, 0.06868099172834481, 0.039222480579935444]",590
73,"[0.036367690314338376, 0.14612241110923035, 0.8175098985764313]",383
74,"[0.08363887375105807, 0.26238251697692105, 0.653978609272021]",572
75,"[0.544996826033021, 0.4189851819365558, 0.03601799203042311]",681
76,"[0.8617197091882743, 0.03290159571595163, 0.10537869509577404]",637
77,"[0.03682996649914233, 0.345235940979695, 0.6179340925211626]",425
78,"[0.43831684401772136, 0.46781615540247556, 0.09386700057980307]",490
79,"[0.02804376909657213, 0.16145776849378438, 0.8104984624096435]",386
80,"[0.46159516994113703, 0.40622967812625754, 0.1321751519326054]",507
81,"[0.024219708758497823, 0.026623339424251467, 0.9491569518172507]",823
82,"[0.02051322001326716, 0.40545576240630726, 0.5740310175804255]",807
84,"[0.92167454588203, 0.06021762816945639, 0.018107825948513602]",811
85,"[0.4600358901141719, 0.5192394275522503, 0.020724682333577944]",757
86,"[0.011458706804165438, 0.07378637319768895, 0.9147549199981455]",799
90,"[0.026369303771594983, 0.021082821209505945, 0.952547875018899]",915
91,"[0.06979326178280414, 0.5485693990553411, 0.38163733916185477]",705
93,"[0.02334120649086234, 0.916145954880925, 0.06051283862821264]",351
94,"[0.3649510377138438, 0.48164090502220863, 0.15340805726394768]",695
97,"[0.3675012994486083, 0.32669118026629634, 0.30580752028509534]",554
98,"[0.08102882713389896, 0.18030183511178782, 0.7386693377543131]",785
99,"[0.0599371226462926, 0.027297001659731125, 0.9127658756939763]",670
100,"[0.1327549442035101, 0.04225490881611201, 0.8249901469803778]",730
102,"[0.5206092763764489, 0.28124114507325626, 0.19814957855029472]",633
103,"[0.6953065554056592, 0.26406104392941604, 0.04063240066492478]",727
106,"[0.05955060806243736, 0.3178029004223087, 0.6226464915152539]",800
107,"[0.44431663391004983, 0.2813823920077034, 0.27430097408224674]",690
109,"[0.039458550776662, 0.28122794506117527, 0.6793135041621627]",747
111,"[0.9489186426707406, 0.02893829592065053, 0.02214306140860882]",351
112,"[0.01401255573954807, 0.18347675603457456, 0.8025106882258773]",930
