trial,judgment,num_cols
1,"[0.039184532335934254, 0.7964989576466532, 0.16431651001741263]",387
2,"[0.05759616162123208, 0.16790293838980225, 0.7745008999889657]",573
3,"[0.1652461977960791, 0.7876221292599265, 0.047131672943994424]",392
4,"[0.04876465379202828, 0.07658080804997767, 0.8746545381579941]",371
5,"[0.16262421176959174, 0.6032948045149366, 0.23408098371547167]",617
6,"[0.3905729697221981, 0.5557023131582572, 0.053724717119544754]",659
7,"[0.08241259519739991, 0.09841825949374551, 0.8191691453088547]",664
8,"[0.8171947193437417, 0.09575194303560737, 0.08705333762065087]",613
9,"[0.9204607975151475, 0.04257529310784826, 0.036963909377004237]",706
10,"[0.5593437452820512, 0.2933675580262574, 0.14728869669169126]",544
11,"[0.03655273329374858, 0.03248558261001404, 0.9309616840962374]",1069
12,"[0.8564267392119546, 0.07508343409323026, 0.06848982669481528]",702
13,"[0.17696016878981838, 0.7660447993041982, 0.05699503190598345]",675
14,"[0.0379117245937648, 0.04144360931460825, 0.920644666091627]",827
15,"[0.6758602914012775, 0.2830752959186063, 0.04106441268011617]",393
16,"[0.17120836164482592, 0.7204538152555974, 0.10833782309957662]",608
17,"[0.7264426235114421, 0.1723437618663185, 0.10121361462223938]",613
18,"[0.11026117695975027, 0.761624947534186, 0.1281138755060637]",617
19,"[0.8945397876381818, 0.058817107277160004, 0.046643105084658326]",350
20,"[0.9296549385141649, 0.03607586045870163, 0.034269201027133475]",726
21,"[0.04858698236704767, 0.9033046114783264, 0.04810840615462585]",392
22,"[0.030093764531497903, 0.7574157996678823, 0.2124904358006198]",757
23,"[0.06781718043939025, 0.07934711157132449, 0.8528357079892853]",767
24,"[0.048800798911195806, 0.05213574054700296, 0.8990634605418013]",378
25,"[0.07191129625693266, 0.5045738554233689, 0.42351484831969854]",709
26,"[0.04370662232887578, 0.23021553095014746, 0.7260778467209767]",391
27,"[0.052791833893319914, 0.0525502287292125, 0.8946579373774676]",371
28,"[0.08296492316945613, 0.832941986687804, 0.08409309014273998]",609
29,"[0.6816303820774561, 0.1554448047632291, 0.16292481315931484]",494
30,"[0.17908366493539188, 0.7750984633037787, 0.04581787176082936]",443
31,"[0.5926315993388704, 0.15601476245944684, 0.25135363820168266]",680
32,"[0.06499776292406162, 0.7867038751856215, 0.1482983618903168]",405
