trial,judgment,num_cols
1,"[0.028104846892888065, 0.6267138493908928, 0.3451813037162192]",424
2,"[0.034802186596237863, 0.47321131390113635, 0.49198649950262585]",489
3,"[0.3466994427883602, 0.6202185356321476, 0.03308202157949234]",451
4,"[0.04520798744134426, 0.07518471497692639, 0.8796072975817293]",362
5,"[0.06290534436614248, 0.3936629063381751, 0.5434317492956826]",484
6,"[0.46480454329521254, 0.5011141066824504, 0.034081350022337184]",665
7,"[0.042851861814375725, 0.047345563993987545, 0.9098025741916368]",717
8,"[0.8164396612041229, 0.07880724496345098, 0.10475309383242618]",613
9,"[0.9127750102088196, 0.04757901785270942, 0.03964597193847107]",699
10,"[0.41545578759577506, 0.41652256507014784, 0.16802164733407712]",474
11,"[0.039392707359034024, 0.037804027528546495, 0.9228032651124195]",1068
12,"[0.8859883740451943, 0.06064532422581421, 0.053366301728991615]",703
13,"[0.3409423699317388, 0.6257803270075628, 0.03327730306069838]",715
14,"[0.04102787968683654, 0.04906885781022703, 0.9099032625029365]",826
15,"[0.5905968820007864, 0.3769659772198561, 0.03243714077935762]",414
16,"[0.5341473309440707, 0.4210354276797258, 0.04481724137620336]",490
17,"[0.4896920088132678, 0.4663811947051576, 0.04392679648157454]",509
18,"[0.3471501900027179, 0.5907715868536374, 0.06207822314364472]",551
19,"[0.6710530098717268, 0.29512180867440585, 0.03382518145386728]",414
20,"[0.918407588247846, 0.039222502803867965, 0.04236990894828607]",713
21,"[0.180205147868526, 0.7804772986788877, 0.03931755345258628]",422
22,"[0.02833256022521844, 0.5762022208245241, 0.3954652189502575]",787
23,"[0.049255233800681225, 0.05132614729837073, 0.8994186189009481]",759
24,"[0.037209329183343506, 0.2095204105173823, 0.7532702602992742]",421
25,"[0.04284881112144839, 0.5583598971874859, 0.39879129169106564]",708
26,"[0.03285214318018896, 0.3141279440618346, 0.6530199127579764]",418
27,"[0.03744613622006869, 0.28093988640894135, 0.6816139773709899]",446
28,"[0.049017469258304205, 0.599321970833499, 0.3516605599081968]",534
29,"[0.3478043818678276, 0.2098430272198264, 0.4423525909123459]",429
30,"[0.2311823333546794, 0.7305276833534045, 0.03828998329191624]",462
31,"[0.39204340462252635, 0.5402123913790929, 0.06774420399838064]",503
32,"[0.12019325651211406, 0.6088580642004628, 0.270948679287423]",454
33,"[0.041155036144553396, 0.9222950218719141, 0.03654994198353238]",383
34,"[0.9031798333498232, 0.046998867340702626, 0.04982129930947422]",737
35,"[0.2611820373972783, 0.586056800480535, 0.15276116212218677]",679
36,"[0.03798014397058066, 0.1737898866503322, 0.7882299693790872]",571
37,"[0.4921090199791079, 0.4814777218959895, 0.026413258124902618]",730
38,"[0.050802696124207444, 0.050233133476136525, 0.898964170399656]",795
39,"[0.31527326417588564, 0.5690307531353681, 0.11569598268874624]",481
40,"[0.9188064863346512, 0.04693342487749174, 0.03426008878785694]",875
41,"[0.030681917288651776, 0.0434161198914026, 0.9259019628199456]",813
42,"[0.038021602730949955, 0.29628987256288913, 0.6656885247061609]",745
43,"[0.6062517661206698, 0.11302029545510747, 0.28072793842422267]",670
44,"[0.048506671147503004, 0.06032205660045304, 0.891171272252044]",768
45,"[0.9162332197875812, 0.04982401582571025, 0.03394276438670874]",755
46,"[0.035457651078999966, 0.271864199313013, 0.692678149607987]",406
47,"[0.05296418321076952, 0.4903822459700272, 0.4566535708192034]",589
48,"[0.36596559784835797, 0.17338943771902815, 0.4606449644326139]",624
49,"[0.043306854529702406, 0.04742043358749824, 0.9092727118827993]",813
50,"[0.1352591291108445, 0.6424765304998356, 0.22226434038931986]",687
51,"[0.4873985260244432, 0.42702314383893375, 0.08557833013662307]",520
52,"[0.04073986171663543, 0.040047751495727556, 0.919212386787637]",947
53,"[0.2954325847084818, 0.2997755498134571, 0.40479186547806106]",677
54,"[0.0428408897925673, 0.30332071206436173, 0.6538383981430711]",755
55,"[0.040568310040783796, 0.3381600387374424, 0.6212716512217737]",829
56,"[0.057314595651516864, 0.8477993908536824, 0.0948860134948008]",626
57,"[0.0329823936657363, 0.3101514787146312, 0.6568661276196325]",425
58,"[0.2744288980265788, 0.4894605918567943, 0.2361105101166268]",495
59,"[0.5393135775690425, 0.12009078710083265, 0.3405956353301249]",672
60,"[0.03773618676581008, 0.0467720334400851, 0.9154917797941048]",800
61,"[0.049350661603765104, 0.044985667909461555, 0.9056636704867733]",787
62,"[0.5982979642208484, 0.07804404983281173, 0.32365798594633993]",766
63,"[0.38982781172825526, 0.5599548079572513, 0.050217380314493465]",719
64,"[0.049769833452891724, 0.548587285944659, 0.40164288060244924]",727
65,"[0.9150359293615831, 0.043312165908245846, 0.041651904730171045]",732
66,"[0.24055050884886803, 0.6900589582674702, 0.0693905328836618]",724
67,"[0.64814333423439, 0.32020459149808495, 0.03165207426752511]",424
68,"[0.029410257210887327, 0.4055180903454536, 0.5650716524436591]",459
69,"[0.2499808963811555, 0.6799329344123287, 0.0700861692065157]",413
70,"[0.8721139558997734, 0.05435006747752647, 0.0735359766227002]",739
