trial,judgment,num_cols
1,"[0.33238049432888456, 0.3347648594245006, 0.33285464624661476]",549
2,"[0.2516037063435495, 0.2516037063435495, 0.4967925873129009]",547
3,"[0.11746432244938136, 0.7654316751087507, 0.11710400244186793]",453
4,"[0.16126630720984403, 0.1588448911856722, 0.6798888016044838]",477
5,"[0.33136849896995874, 0.32856820179556473, 0.3400632992344766]",610
6,"[0.33046606491219954, 0.33140488896024556, 0.33812904612755484]",649
7,"[0.2595909310727392, 0.259972121867266, 0.4804369470599949]",603
8,"[0.32348008086185515, 0.337524078583788, 0.3389958405543569]",648
9,"[0.5785156047390622, 0.20919034050506047, 0.2122940547558774]",572
10,"[0.4856260193604407, 0.25362795695046003, 0.26074602368909927]",515
11,"[0.10440708488465747, 0.1069890220688221, 0.7886038930465205]",893
12,"[0.4809397749834547, 0.257246856386499, 0.26181336863004634]",646
13,"[0.25816308632515717, 0.49246235794798887, 0.24937455572685396]",603
14,"[0.0984279778498101, 0.09782597186907731, 0.8037460502811127]",740
15,"[0.8018251196097558, 0.09862940888451291, 0.09954547150573129]",353
16,"[0.20346320346320346, 0.5974025974025974, 0.19913419913419914]",636
17,"[0.5846351987301076, 0.20707602866228947, 0.208288772607603]",626
18,"[0.2043616533424277, 0.5876808870979758, 0.20795745955959652]",593
19,"[0.4846170307669698, 0.2563757731706248, 0.25900719606240546]",486
20,"[0.811976278622329, 0.09437823582791902, 0.09364548554975194]",671
21,"[0.08657556591211717, 0.8257649800266311, 0.08765945406125167]",456
22,"[0.02675738907242566, 0.9192962619912323, 0.05394634893634205]",740
23,"[0.3338088445078459, 0.33238231098430815, 0.3338088445078459]",782
24,"[0.15907762118631893, 0.15484808325226615, 0.6860742955614147]",553
25,"[0.2560216936409335, 0.2519869678099159, 0.49199133854915056]",704
26,"[0.25800260583624596, 0.2610468843711869, 0.4809505097925672]",511
27,"[0.21320319016437345, 0.21131921499355424, 0.5754775948420723]",538
28,"[0.24884237004682547, 0.5005327214389651, 0.25062490851420954]",535
29,"[0.33567299443284476, 0.32719878138965935, 0.3371282241774958]",410
30,"[0.1818351214970886, 0.635236011914111, 0.18292886658880042]",529
31,"[0.33143399810066476, 0.3342830009496676, 0.3342830009496676]",679
32,"[0.1679628325558164, 0.6623752888943055, 0.1696618785498781]",580
33,"[0.3281350452783747, 0.3366580334674234, 0.33520692125420176]",713
