trial,judgment,num_cols
1,"[0.03878157371517734, 0.5266451990616197, 0.43457322722320313]",460
2,"[0.04258359281728385, 0.5179720539234498, 0.4394443532592664]",467
3,"[0.40948930552213625, 0.5456765986920191, 0.044834095785844644]",474
4,"[0.052684871260515895, 0.08613548306538658, 0.8611796456740975]",367
5,"[0.07239403933360844, 0.37913749926935425, 0.5484684613970374]",484
6,"[0.45965705368548454, 0.4904297216695977, 0.04991322464491767]",665
7,"[0.040948743139106236, 0.0616801578982599, 0.8973710989626339]",717
8,"[0.5706320838034801, 0.1756059897392512, 0.2537619264572686]",636
9,"[0.8998609153244775, 0.05471639368814315, 0.04542269098737939]",696
10,"[0.3487307777901595, 0.37466637964581734, 0.2766028425640231]",489
11,"[0.037975735835071606, 0.05307191239848382, 0.9089523517664446]",1054
12,"[0.8510889219239377, 0.09579916797017053, 0.05311191010589173]",692
13,"[0.42318778333140594, 0.5436328815128929, 0.033179335155701116]",727
14,"[0.05081180560907219, 0.0610646583535085, 0.8881235360374193]",813
15,"[0.523945048556899, 0.4451362040511561, 0.030918747391944962]",427
16,"[0.5507835046322362, 0.4149906981039833, 0.03422579726378037]",472
17,"[0.4194897607077751, 0.4732763484693841, 0.1072338908228407]",519
18,"[0.5157072743412281, 0.4422260517376763, 0.04206667392109569]",482
19,"[0.57260556618707, 0.3958718851568623, 0.03152254865606777]",447
20,"[0.9076857290484923, 0.04335716285807598, 0.048957108093431866]",706
21,"[0.23289265228578854, 0.682384697020475, 0.08472265069373648]",482
22,"[0.03293127704571795, 0.5107424952474183, 0.45632622770686376]",818
23,"[0.04366150439473116, 0.1324846559783773, 0.8238538396268916]",760
24,"[0.038313561250552235, 0.3783437991988301, 0.5833426395506177]",506
25,"[0.09980798110921783, 0.4912513306649624, 0.4089406882258198]",707
26,"[0.03974647518644779, 0.37985119217848784, 0.5804023326350642]",438
27,"[0.039911010467710416, 0.4089805594017935, 0.551108430130496]",489
28,"[0.03733059429581261, 0.4345076649304635, 0.5281617407737239]",495
29,"[0.2706621047174572, 0.3212016137549645, 0.4081362815275783]",398
30,"[0.3024019371686927, 0.6329582491829333, 0.06463981364837404]",505
31,"[0.4007534345534541, 0.5010549165659353, 0.09819164888061079]",525
32,"[0.1414232673450488, 0.5321235583815771, 0.3264531742733742]",497
33,"[0.05660032525840809, 0.8846400994475123, 0.058759575294079665]",411
34,"[0.7978136040928432, 0.08414903835799002, 0.11803735754916683]",707
35,"[0.12839986700846828, 0.5362642156632254, 0.3353359173283063]",681
36,"[0.05862302662341761, 0.3829696858861411, 0.5584072874904413]",532
37,"[0.47931010393985135, 0.46806117236696987, 0.05262872369317879]",716
38,"[0.09762992519495757, 0.05859455799285265, 0.8437755168121898]",774
39,"[0.3857937104455912, 0.48230878105257063, 0.1318975085018381]",512
40,"[0.8961379760001454, 0.07021905525537918, 0.033642968744475386]",861
41,"[0.04112192801702918, 0.05798551914651167, 0.9008925528364592]",797
42,"[0.03281672136789866, 0.3749230683291789, 0.5922602103029224]",737
43,"[0.4832757777855835, 0.26975208765624975, 0.24697213455816677]",681
44,"[0.07022991594336121, 0.07450696290311926, 0.8552631211535195]",764
45,"[0.901394281400279, 0.06763249740307577, 0.030973221196645178]",757
46,"[0.03382666189839313, 0.40493253281296215, 0.5612408052886447]",454
47,"[0.18968693130953374, 0.41524268081294674, 0.3950703878775196]",558
48,"[0.3314440993875838, 0.2964134724891792, 0.37214242812323695]",628
49,"[0.052663924867864656, 0.05011991056831579, 0.8972161645638196]",815
50,"[0.11799256676046767, 0.43169507854402206, 0.45031235469551023]",726
51,"[0.40566460318420894, 0.4487461636529998, 0.14558923316279124]",500
52,"[0.055302032960661496, 0.0510473888803291, 0.8936505781590094]",938
53,"[0.28806639629384145, 0.3523932692589479, 0.3595403344472106]",687
54,"[0.04167354002507587, 0.31819236159090813, 0.6401340983840161]",757
55,"[0.032139431032755406, 0.39032584678525745, 0.5775347221819871]",836
56,"[0.06258523624394974, 0.5838699499504858, 0.35354481380556446]",669
57,"[0.03619843364654706, 0.4316193503205165, 0.5321822160329364]",481
58,"[0.28628042318035946, 0.39351347755912575, 0.3202060992605148]",511
59,"[0.4128407459351224, 0.260668674701667, 0.32649057936321063]",679
60,"[0.033702580771975715, 0.12712755616524674, 0.8391698630627775]",787
61,"[0.07198412832861342, 0.10890155826391615, 0.8191143134074704]",770
62,"[0.5201707530934023, 0.14933560295161558, 0.33049364395498215]",764
63,"[0.4815441244506138, 0.4720791153701304, 0.04637676017925596]",736
64,"[0.03520863061326047, 0.47540440250976174, 0.48938696687697775]",751
65,"[0.8303895317937112, 0.10927876712291686, 0.060331701083372]",711
66,"[0.4248117769261377, 0.5093961877937342, 0.06579203528012804]",763
67,"[0.5710325663044613, 0.396573343387155, 0.03239409030838375]",463
68,"[0.05837970719567588, 0.439409083449437, 0.5022112093548871]",474
69,"[0.37644414043589725, 0.5369482116932773, 0.08660764787082548]",475
70,"[0.7771391876263587, 0.07735297149701098, 0.14550784087663035]",753
71,"[0.2657401776172351, 0.5999396269009766, 0.13432019548178845]",677
72,"[0.9004582798848311, 0.05346453661299742, 0.0460771835021716]",608
73,"[0.05273085352409045, 0.4428132338834695, 0.5044559125924402]",534
74,"[0.06117536506597896, 0.21537853097616672, 0.7234461039578542]",576
75,"[0.4749941496709597, 0.4931463519439509, 0.031859498385089474]",667
76,"[0.8710456932800383, 0.06273005817690949, 0.06622424854305221]",625
77,"[0.042338929588285404, 0.26835619652787096, 0.6893048738838436]",410
