trial,judgment,num_cols
1,"[0.0296465390328243, 0.68669100060623, 0.28366246036094567]",413
2,"[0.03732575883949065, 0.42133029728404775, 0.5413439438764617]",501
3,"[0.3039343271948963, 0.6615868198330089, 0.03447885297209482]",430
4,"[0.045306893474603864, 0.06217161368038815, 0.892521492845008]",359
5,"[0.07640130056612077, 0.4648716930526402, 0.4587270063812391]",537
6,"[0.4657044164282756, 0.49905039726445427, 0.035245186307270214]",664
7,"[0.048310021717978636, 0.05120114007781776, 0.9004888382042037]",714
8,"[0.8471429721725472, 0.07809581757370708, 0.0747612102537457]",611
9,"[0.9125869148343771, 0.047510609822062615, 0.039902475343560236]",700
10,"[0.43919181005988384, 0.4147184035035273, 0.14608978643658888]",477
11,"[0.039946861138241835, 0.037080230512015075, 0.9229729083497431]",1068
12,"[0.8849135015140135, 0.059890836996167506, 0.05519566148981897]",701
13,"[0.31482179514636865, 0.6512633191856086, 0.03391488566802262]",704
14,"[0.04000075949695331, 0.04738353131788306, 0.9126157091851635]",826
15,"[0.6199891449248759, 0.3463344717990446, 0.03367638327607954]",401
16,"[0.4859454329861098, 0.46117577174770086, 0.05287879526618944]",516
17,"[0.5634934627803027, 0.38351139899344483, 0.05299513822625249]",544
18,"[0.18728145933566218, 0.7305757114540626, 0.08214282921027528]",594
19,"[0.7465920205391868, 0.2179528211674133, 0.03545515829339992]",387
20,"[0.9177205931502753, 0.0396148130864745, 0.04266459376325004]",714
21,"[0.15877139414061023, 0.8035710023674727, 0.03765760349191698]",415
22,"[0.02791258906278253, 0.58853607823274, 0.38355133270447744]",784
23,"[0.05108869617483631, 0.04980534452928944, 0.8991059592958742]",759
24,"[0.040709402882714504, 0.12562197893688926, 0.8336686181803963]",387
25,"[0.04625716578067201, 0.5553626895641071, 0.398380144655221]",710
26,"[0.03309244636674045, 0.2868529253212327, 0.6800546283120269]",405
27,"[0.04271551537900275, 0.15923325359480045, 0.7980512310261968]",390
28,"[0.05899515884336936, 0.7413637365319865, 0.1996411046246441]",587
29,"[0.4577069793567056, 0.12375865189848087, 0.41853436874481353]",463
30,"[0.2051948743169608, 0.7560315209953041, 0.03877360468773508]",443
31,"[0.4085832374764912, 0.5129326958250987, 0.07848406669841]",531
32,"[0.11555962249392701, 0.6424627465397085, 0.24197763096636454]",443
33,"[0.04038109357634079, 0.922029779507901, 0.03758912691575818]",382
34,"[0.8986680542562058, 0.049833209518985316, 0.051498736224808814]",736
35,"[0.2883958477809878, 0.5696100265086583, 0.1419941257103538]",678
36,"[0.035128248240829094, 0.07973529162925898, 0.8851364601299119]",595
37,"[0.5010228819833237, 0.471691008102078, 0.027286109914598487]",730
38,"[0.04865722527522257, 0.04962484078078107, 0.9017179339439965]",795
39,"[0.27292555251706724, 0.6137496725711565, 0.11332477491177623]",470
40,"[0.9169341685807915, 0.04921016918982433, 0.03385566222938429]",877
41,"[0.031209576642033977, 0.043621782112844475, 0.9251686412451214]",813
42,"[0.04110489160597158, 0.2743337241176443, 0.6845613842763841]",746
43,"[0.5781706775986167, 0.07805337065185276, 0.34377595174953063]",683
44,"[0.05113689044217079, 0.060769940624818455, 0.8880931689330107]",768
45,"[0.9167138411703867, 0.048501663435109345, 0.03478449539450387]",755
46,"[0.03728249084175526, 0.2265142748608504, 0.7362032342973943]",402
47,"[0.04494870346891036, 0.4939839550921744, 0.4610673414389152]",590
48,"[0.39342060686709596, 0.09735392391391125, 0.5092254692189927]",620
49,"[0.04530847687444911, 0.06401162259213301, 0.8906799005334178]",813
50,"[0.15334387860952198, 0.7180221336741787, 0.12863398771629939]",675
51,"[0.5458840722749929, 0.35017552351458153, 0.1039404042104256]",556
52,"[0.040269610905611784, 0.040039028524760115, 0.9196913605696281]",949
53,"[0.3058275305843099, 0.26265385731201596, 0.43151861210367415]",668
54,"[0.04406735770856407, 0.30712919050377063, 0.6488034517876653]",757
55,"[0.04263218467940405, 0.34101014809200886, 0.6163576672285872]",827
56,"[0.06762030053823906, 0.8527205148725652, 0.07965918458919576]",629
57,"[0.034940309813340925, 0.24726767879869058, 0.7177920113879684]",408
58,"[0.26558383347462516, 0.5557882552713872, 0.1786279112539876]",473
59,"[0.5893013884368846, 0.07849772523853167, 0.3322008863245837]",671
60,"[0.04079633228320246, 0.036977250395531534, 0.922226417321266]",800
61,"[0.049802500195612436, 0.05026125027132329, 0.8999362495330643]",779
62,"[0.6224838756232546, 0.0727714569179296, 0.30474466745881584]",762
