trial,judgment,num_cols
1,"[0.1479136660931095, 0.4397417314381054, 0.4123446024687851]",500
2,"[0.10623408846546253, 0.46403031838361736, 0.42973559315092014]",485
3,"[0.39709363630609684, 0.4542192115182756, 0.14868715217562742]",527
4,"[0.14531075415902764, 0.14652000648116614, 0.7081692393598061]",421
5,"[0.09554161243061701, 0.3899198926324966, 0.5145384949368863]",493
6,"[0.410506495038246, 0.43457102455829694, 0.15492248040345696]",662
7,"[0.11839022858977166, 0.16148482310146278, 0.7201249483087656]",671
8,"[0.42186473278695313, 0.2718568445868163, 0.3062784226262306]",646
9,"[0.7325084617950168, 0.14106764591121967, 0.12642389229376347]",639
10,"[0.34089550485250114, 0.34847198130121365, 0.31063251384628526]",490
11,"[0.06322311487700857, 0.16210646037079157, 0.7746704247521998]",930
12,"[0.6862777499534096, 0.264958333618242, 0.04876391642834843]",632
13,"[0.44430013695823267, 0.45500808614948557, 0.10069177689228176]",717
14,"[0.12971886756325776, 0.17295345063773132, 0.697327681799011]",754
15,"[0.4931715060292192, 0.4519661595592318, 0.054862334411549]",431
16,"[0.526454042786908, 0.4228104616033798, 0.05073549560971216]",479
17,"[0.35943494593002123, 0.3789286990957115, 0.2616363549742672]",593
18,"[0.5199453211566077, 0.4355463514027864, 0.04450832744060596]",477
19,"[0.539371218738786, 0.4202939215387296, 0.04033485972248441]",465
20,"[0.7583600268552596, 0.13608458841661628, 0.10555538472812409]",672
21,"[0.2853194669384346, 0.496047521749803, 0.21863301131176233]",591
22,"[0.09027335508405482, 0.44443781506213015, 0.46528882985381514]",791
23,"[0.044053897941214636, 0.21732388484339657, 0.7386222172153888]",769
24,"[0.108949538032198, 0.3860878441110085, 0.5049626178567934]",562
25,"[0.24360036804644405, 0.39799962944117345, 0.3584000025123825]",712
26,"[0.10215962820515183, 0.37792520841521016, 0.519915163379638]",465
27,"[0.10237938867574937, 0.4049665795755634, 0.4926540317486872]",525
28,"[0.08700943658660769, 0.41025072298728943, 0.5027398404261029]",494
29,"[0.2798553529472175, 0.3260048469464375, 0.394139800106345]",396
30,"[0.3300284439742256, 0.47469156108601385, 0.1952799949397606]",593
31,"[0.359338301005445, 0.39504463109196736, 0.24561706790258755]",615
32,"[0.24156046190538227, 0.42941434223117425, 0.32902519586344336]",554
33,"[0.18880831082449914, 0.5970271711213798, 0.21416451805412112]",572
34,"[0.5907968503826867, 0.19243623066095975, 0.21676691895635367]",654
35,"[0.14178968703982014, 0.46731300214521176, 0.3908973108149682]",690
36,"[0.10786403791887374, 0.4090707979182232, 0.48306516416290307]",540
37,"[0.41231915505299205, 0.41121974682996804, 0.17646109811703992]",678
38,"[0.18509113626635332, 0.17816252952309442, 0.6367463342105522]",696
39,"[0.3724353972466228, 0.4079921727391865, 0.21957243001419074]",549
40,"[0.7576126602637421, 0.19369376562677285, 0.04869357410948508]",791
41,"[0.07485586385538613, 0.1730918082057859, 0.7520523279388279]",760
42,"[0.041230649176695514, 0.40046905614717, 0.5583002946761345]",730
43,"[0.39291013027873356, 0.3285799650985894, 0.2785099046226771]",693
44,"[0.16984492548999175, 0.12219491903474405, 0.7079601554752641]",770
45,"[0.8671808811240046, 0.0869085211293371, 0.045910597746658455]",754
46,"[0.07974871443367856, 0.42010990519543795, 0.5001413803708835]",473
47,"[0.28736573990725695, 0.3644262104367755, 0.34820804965596763]",527
48,"[0.32758470210760904, 0.32365554603627034, 0.34875975185612057]",631
49,"[0.08676860069538729, 0.13510550509243688, 0.7781258942121758]",805
50,"[0.17239789360143865, 0.34694036235642944, 0.4806617440421319]",741
51,"[0.3435782910935067, 0.3639803667279033, 0.29244134217859]",551
52,"[0.10936588825011444, 0.14702947471602903, 0.7436046370338565]",814
53,"[0.3024854842746927, 0.34987679882306816, 0.34763771690223905]",688
54,"[0.04697791895820868, 0.34695383819145476, 0.6060682428503364]",749
55,"[0.04248155175257571, 0.42280653122294576, 0.5347119170244786]",839
56,"[0.0864498237594308, 0.45900220970751776, 0.45454796653305146]",686
57,"[0.08320840310520394, 0.43781850088567725, 0.4789730960091188]",493
58,"[0.3029799930643332, 0.3609037339662389, 0.3361162729694278]",527
59,"[0.3681503632543411, 0.30711249228503634, 0.3247371444606226]",678
60,"[0.07387219069149346, 0.21016479530286175, 0.7159630140056448]",778
61,"[0.08526478213506837, 0.24431559116313617, 0.6704196267017954]",698
62,"[0.41807139132378446, 0.2546196274779312, 0.3273089811982844]",751
63,"[0.4952172809959307, 0.4248143994711895, 0.07996831953287983]",738
64,"[0.044175932330337196, 0.4577129933733956, 0.4981110742962672]",753
65,"[0.6306808257014932, 0.2239733419911212, 0.14534583230738563]",665
66,"[0.4487550505447273, 0.4282271983116492, 0.12301775114362357]",772
67,"[0.5361676735494456, 0.42347004514998243, 0.04036228130057206]",477
68,"[0.13495033267431047, 0.4088054692345804, 0.45624419809110917]",495
69,"[0.3752001646489531, 0.43859147084815664, 0.18620836450289027]",527
