trial,hole,data_y,lower,upper
156,1,0.0,0.0,0.0
156,2,0.9666666666666667,0.9,1.0
158,0,0.43333333333333335,0.26666666666666666,0.6
158,1,0.03333333333333333,0.0,0.1
158,2,0.5333333333333333,0.36666666666666664,0.7
163,0,0.7666666666666667,0.6,0.9
163,1,0.23333333333333334,0.1,0.4
163,2,0.0,0.0,0.0
166,0,0.0,0.0,0.0
166,1,0.8,0.6333333333333333,0.9333333333333333
166,2,0.2,0.06666666666666667,0.36666666666666664
170,0,0.13333333333333333,0.03333333333333333,0.26666666666666666
170,1,0.7666666666666667,0.6,0.9
170,2,0.1,0.0,0.2
173,0,0.13333333333333333,0.03333333333333333,0.26666666666666666
173,1,0.8,0.6333333333333333,0.9333333333333333
173,2,0.06666666666666667,0.0,0.16666666666666666
179,0,0.4666666666666667,0.3,0.6666666666666666
179,1,0.2,0.06666666666666667,0.3333333333333333
179,2,0.3333333333333333,0.16666666666666666,0.5
183,0,0.0,0.0,0.0
183,1,0.03333333333333333,0.0,0.1
183,2,0.9666666666666667,0.9,1.0
186,0,0.7666666666666667,0.6333333333333333,0.9
186,1,0.23333333333333334,0.1,0.36666666666666664
186,2,0.0,0.0,0.0
190,0,0.13333333333333333,0.03333333333333333,0.26666666666666666
190,1,0.2,0.06666666666666667,0.36666666666666664
190,2,0.6666666666666666,0.5,0.8333333333333334
192,0,0.4,0.23333333333333334,0.5666666666666667
192,1,0.5666666666666667,0.4,0.7333333333333333
192,2,0.03333333333333333,0.0,0.1
196,0,0.0,0.0,0.0
196,1,0.13333333333333333,0.03333333333333333,0.26666666666666666
196,2,0.8666666666666667,0.7333333333333333,0.9666666666666667
207,0,0.8666666666666667,0.7333333333333333,0.9666666666666667
207,1,0.13333333333333333,0.03333333333333333,0.26666666666666666
207,2,0.0,0.0,0.0
210,0,0.7666666666666667,0.6,0.9
210,1,0.23333333333333334,0.1,0.4
210,2,0.0,0.0,0.0
214,0,0.13333333333333333,0.03333333333333333,0.26666666666666666
214,1,0.26666666666666666,0.13333333333333333,0.43333333333333335
214,2,0.6,0.43333333333333335,0.7666666666666667
215,0,0.9333333333333333,0.8333333333333334,1.0
215,1,0.06666666666666667,0.0,0.16666666666666666
215,2,0.0,0.0,0.0
223,0,0.8,0.6658333333333334,0.9333333333333333
223,1,0.1,0.0,0.23333333333333334
223,2,0.1,0.0,0.2
254,0,0.5,0.3333333333333333,0.6666666666666666
254,1,0.03333333333333333,0.0,0.1
254,2,0.4666666666666667,0.3,0.6333333333333333
283,0,0.3333333333333333,0.16666666666666666,0.5
283,1,0.16666666666666666,0.03333333333333333,0.3
283,2,0.5,0.3333333333333333,0.6666666666666666
289,0,0.7,0.5333333333333333,0.8333333333333334
289,1,0.3,0.16666666666666666,0.4666666666666667
289,2,0.0,0.0,0.0
297,0,0.3333333333333333,0.16666666666666666,0.5
297,1,0.03333333333333333,0.0,0.1
297,2,0.6333333333333333,0.4666666666666667,0.8
302,0,0.23333333333333334,0.1,0.4
302,1,0.6,0.43333333333333335,0.7333333333333333
302,2,0.16666666666666666,0.03333333333333333,0.3
306,0,0.8275862068965517,0.6896551724137931,0.9655172413793104
306,1,0.034482758620689655,0.0,0.10344827586206896
306,2,0.13793103448275862,0.034482758620689655,0.27586206896551724
307,0,0.6333333333333333,0.4666666666666667,0.8
307,1,0.03333333333333333,0.0,0.1
307,2,0.3333333333333333,0.16666666666666666,0.5
316,0,0.23333333333333334,0.1,0.4
316,1,0.06666666666666667,0.0,0.16666666666666666
316,2,0.7,0.5333333333333333,0.8333333333333334
319,0,0.8666666666666667,0.7333333333333333,0.9666666666666667
319,1,0.13333333333333333,0.03333333333333333,0.26666666666666666
319,2,0.0,0.0,0.0
326,0,0.13793103448275862,0.034482758620689655,0.27586206896551724
326,1,0.4827586206896552,0.3103448275862069,0.6551724137931034
326,2,0.3793103448275862,0.20689655172413793,0.5517241379310345
332,0,0.23333333333333334,0.1,0.36666666666666664
332,1,0.36666666666666664,0.2,0.5666666666666667
332,2,0.4,0.23333333333333334,0.5666666666666667
380,0,0.13333333333333333,0.03333333333333333,0.26666666666666666
380,1,0.06666666666666667,0.0,0.16666666666666666
380,2,0.8,0.6333333333333333,0.9333333333333333
