,participant,trial,order,response,rt,experiment
127,1,179,4,1,2755.48505783081,vision
128,1,183,120,3,1667.35410690308,vision
129,1,186,150,1,3856.36210441589,vision
130,1,190,131,2,4338.22298049927,vision
131,1,192,113,1,9488.6691570282,vision
132,1,196,81,3,8868.51501464844,vision
133,1,207,134,1,13932.2190284729,vision
134,1,210,91,1,3745.17107009888,vision
135,1,214,96,2,2315.0999546051,vision
136,1,215,38,1,2193.07994842529,vision
137,1,223,130,2,5829.26201820374,vision
138,1,254,1,1,1263.82207870483,vision
139,1,283,30,1,1642.40694046021,vision
140,1,289,95,1,6276.18002891541,vision
141,1,297,149,1,7179.08310890198,vision
142,1,302,110,1,3626.33109092712,vision
143,1,306,116,3,2959.6688747406,vision
144,1,307,35,1,1330.95908164978,vision
145,1,316,84,3,3903.78284454346,vision
146,1,319,16,1,7402.28605270386,vision
147,1,326,68,1,1337.65983581543,vision
148,1,332,83,1,7350.20709037781,vision
149,1,380,87,3,4198.15683364868,vision
150,2,1,124,2,993.435144424438,vision
151,2,2,110,3,9759.04989242554,vision
152,2,3,46,2,969.515085220337,vision
153,2,4,128,3,1108.7658405304,vision
154,2,5,83,2,11245.6078529358,vision
155,2,6,142,3,10717.8688049316,vision
156,2,7,5,3,4609.2221736908,vision
157,2,8,123,3,5171.54002189636,vision
158,2,9,140,1,1796.48590087891,vision
159,2,10,76,3,4130.43808937073,vision
160,2,11,99,3,2758.2528591156,vision
161,2,12,147,1,7516.80302619934,vision
162,2,13,80,2,2481.7750453949,vision
163,2,14,68,3,2685.49513816833,vision
164,2,15,102,1,1161.00192070007,vision
165,2,16,143,2,6252.92086601257,vision
166,2,17,77,1,3262.1648311615,vision
167,2,18,85,2,10616.6889667511,vision
168,2,19,130,1,2450.76680183411,vision
169,2,20,18,1,3565.59109687805,vision
170,2,21,1,1,5513.96107673645,vision
171,2,22,134,2,5788.54584693909,vision
172,2,23,41,3,2777.22692489624,vision
173,2,24,58,3,1325.28305053711,vision
174,2,25,37,2,8358.38890075684,vision
175,2,26,93,3,1266.05200767517,vision
176,2,27,61,3,1188.58003616333,vision
177,2,28,97,2,14057.4281215668,vision
178,2,29,26,1,8235.4621887207,vision
179,2,30,17,2,1458.26387405396,vision
180,2,31,78,3,9046.96011543274,vision
181,2,32,131,2,909.114122390747,vision
182,2,33,9,2,2915.04907608032,vision
183,2,34,105,1,6048.48194122314,vision
184,2,35,11,2,3601.08780860901,vision
185,2,36,52,3,6222.05996513367,vision
186,2,37,115,1,5979.19893264771,vision
187,2,38,104,1,9600.81601142883,vision
188,2,39,129,2,952.749967575073,vision
189,2,40,84,1,4955.51300048828,vision
190,2,41,149,3,2451.6818523407,vision
191,2,42,148,2,4703.56392860413,vision
192,2,43,71,2,16173.5692024231,vision
193,2,44,16,1,7417.88196563721,vision
194,2,45,66,1,2374.95303153992,vision
195,2,46,117,2,3379.99081611633,vision
196,2,47,89,3,6523.57602119446,vision
197,2,48,126,3,12917.5519943237,vision
198,2,49,36,3,4505.41615486145,vision
199,2,50,136,3,7706.69388771057,vision
200,2,51,42,1,5488.99483680725,vision
201,2,52,7,3,8689.31984901428,vision
202,2,53,39,1,4113.47603797913,vision
203,2,54,59,3,2004.50396537781,vision
204,2,55,8,2,7990.877866745,vision
205,2,56,30,3,5887.71891593933,vision
206,2,57,69,3,1062.41393089294,vision
207,2,58,20,2,883.33797454834,vision
208,2,59,101,3,9065.75512886047,vision
209,2,60,138,3,5881.3259601593,vision
210,2,61,24,3,1969.75183486938,vision
211,2,62,19,1,2986.50598526001,vision
212,2,63,111,2,12874.6211528778,vision
213,2,64,86,2,6223.94800186157,vision
214,2,65,112,1,4915.45081138611,vision
215,2,66,98,2,15803.0800819397,vision
216,2,67,100,1,1352.91004180908,vision
217,2,68,70,3,1120.42093276978,vision
218,2,69,135,2,850.6178855896,vision
219,2,70,33,1,6056.00714683533,vision
220,2,71,55,1,6297.74713516235,vision
221,2,72,137,1,2864.87889289856,vision
222,2,73,48,3,1200.94895362854,vision
223,2,74,56,3,4872.48587608337,vision
224,2,75,125,2,3466.33911132812,vision
225,2,76,119,3,7914.49809074402,vision
226,2,77,25,3,1172.12891578674,vision
227,2,78,14,1,1373.50511550903,vision
228,2,79,108,3,1220.3209400177,vision
229,2,80,118,1,11934.8428249359,vision
230,2,81,27,3,2312.65902519226,vision
231,2,82,54,3,6989.6080493927,vision
232,2,84,75,1,3246.16503715515,vision
233,2,85,49,1,2316.17903709412,vision
234,2,86,38,3,2048.68602752686,vision
235,2,90,63,3,2475.31390190125,vision
236,2,91,109,2,5393.68391036987,vision
237,2,93,114,2,1085.68596839905,vision
238,2,94,132,2,5643.26000213623,vision
239,2,97,145,3,10180.1888942719,vision
240,2,98,82,2,6388.28492164612,vision
241,2,99,92,3,3590.37899971008,vision
242,2,100,22,3,4958.28700065613,vision
243,2,102,116,1,5860.65697669983,vision
244,2,103,60,1,2100.22497177124,vision
245,2,106,65,3,2155.76195716858,vision
246,2,107,64,3,5287.41002082825,vision
247,2,109,88,3,2961.14087104797,vision
248,2,111,34,1,1558.22896957397,vision
249,2,112,29,3,2169.01803016663,vision
250,2,113,139,1,7329.36882972717,vision
251,2,114,57,1,1039.47281837463,vision
252,2,115,91,3,12306.5800666809,vision
253,2,118,103,3,5822.13711738586,vision
254,2,121,74,1,2663.2251739502,vision
255,2,122,87,3,7159.67297554016,vision
256,2,123,6,3,10975.5010604858,vision
257,2,126,3,3,5072.4790096283,vision
258,2,127,47,2,12125.3309249878,vision
259,2,129,15,3,6924.11589622498,vision
260,2,132,13,1,9624.32193756104,vision
261,2,133,67,1,5787.28795051575,vision
262,2,139,90,1,1273.766040802,vision
263,2,140,96,2,1160.26496887207,vision
264,2,142,150,2,2780.36785125732,vision
265,2,143,73,3,8651.83115005493,vision
266,2,144,121,1,5385.46299934387,vision
267,2,145,72,3,3399.29819107056,vision
268,2,148,35,1,2295.32980918884,vision
269,2,149,31,3,5801.90396308899,vision
270,2,154,62,3,1146.04306221008,vision
271,2,156,50,3,4802.88887023926,vision
272,2,158,10,3,3387.38393783569,vision
273,2,163,44,1,2595.8399772644,vision
274,2,166,106,2,4635.56599617004,vision
275,2,170,2,3,9580.3050994873,vision
276,2,173,81,3,4908.47706794739,vision
277,2,179,79,3,5065.03701210022,vision
278,2,183,95,3,1828.76181602478,vision
279,2,186,53,1,3264.21117782593,vision
280,2,190,32,3,5786.78202629089,vision
281,2,192,4,1,3072.81684875488,vision
282,2,196,144,3,3288.25116157532,vision
283,2,207,51,1,8525.73800086975,vision
284,2,210,120,1,10853.2819747925,vision
285,2,214,146,1,6008.50701332092,vision
286,2,215,23,1,2402.79579162598,vision
287,2,223,43,2,1657.47404098511,vision
288,2,254,28,1,4684.96513366699,vision
289,2,283,40,1,4442.09814071655,vision
290,2,289,12,1,3026.94988250732,vision
291,2,297,113,1,3753.31783294678,vision
292,2,302,94,1,8426.17106437683,vision
293,2,306,127,3,4540.08102416992,vision
294,2,307,122,1,3884.57703590393,vision
295,2,316,107,3,3817.89088249207,vision
296,2,319,141,1,2325.48189163208,vision
297,2,326,45,1,9122.72500991821,vision
298,2,332,133,1,2803.02596092224,vision
299,2,380,21,3,4496.52600288391,vision
300,3,1,42,2,1217.62681007385,vision
301,3,2,114,3,3276.04913711548,vision
302,3,3,1,2,3422.35994338989,vision
303,3,4,3,3,2629.69017028809,vision
304,3,5,49,2,14232.3429584503,vision
305,3,6,75,1,2976.4461517334,vision
306,3,7,69,3,1786.42416000366,vision
307,3,8,101,1,3038.40303421021,vision
308,3,9,138,1,3581.08901977539,vision
309,3,10,102,1,7020.23196220398,vision
310,3,11,66,3,1875.48208236694,vision
311,3,12,134,1,3937.9870891571,vision
312,3,13,108,3,13929.46600914,vision
313,3,14,45,3,1646.16990089417,vision
314,3,15,21,1,1249.06611442566,vision
315,3,16,5,2,8238.76881599426,vision
316,3,17,85,1,11506.4270496368,vision
317,3,18,112,2,3704.31590080261,vision
318,3,19,60,1,848.837852478027,vision
319,3,20,47,1,3505.51295280457,vision
320,3,21,31,2,2673.61402511597,vision
321,3,22,64,2,5127.19011306763,vision
322,3,23,74,3,8567.83390045166,vision
323,3,24,94,3,1284.92093086243,vision
324,3,25,63,2,3867.69509315491,vision
325,3,26,70,3,4954.5590877533,vision
326,3,27,35,3,2667.14692115784,vision
327,3,28,20,2,4472.04303741455,vision
328,3,29,128,2,879.494905471802,vision
329,3,30,95,2,822.638034820557,vision
330,3,31,77,3,6268.60904693604,vision
331,3,32,28,2,1713.57703208923,vision
332,3,33,104,2,922.709941864014,vision
333,3,34,84,1,12776.0920524597,vision
334,3,35,52,1,5837.29577064514,vision
335,3,36,117,3,5235.81409454346,vision
336,3,37,133,1,8224.95412826538,vision
337,3,38,149,1,7169.07596588135,vision
338,3,39,141,2,1028.6180973053,vision
339,3,40,58,1,5179.0189743042,vision
340,3,41,129,3,1705.96599578857,vision
341,3,42,121,2,13722.7368354797,vision
342,3,43,123,3,4958.70208740234,vision
343,3,44,76,3,3159.39593315125,vision
344,3,45,13,1,5776.83901786804,vision
345,3,46,150,3,1343.80221366882,vision
346,3,47,46,3,2001.4591217041,vision
347,3,48,59,3,4882.27796554565,vision
348,3,49,116,3,4337.04996109009,vision
349,3,50,111,2,2953.96995544434,vision
350,3,51,120,1,4128.63993644714,vision
351,3,52,136,3,3510.34998893738,vision
352,3,53,67,2,8712.16988563538,vision
353,3,54,7,3,10360.2259159088,vision
354,3,55,41,3,5353.81317138672,vision
355,3,56,40,2,10390.8038139343,vision
356,3,57,109,3,1373.67010116577,vision
357,3,58,9,2,2250.98299980164,vision
358,3,59,48,3,8389.04094696045,vision
359,3,60,90,3,20331.9380283356,vision
360,3,61,73,3,8848.14691543579,vision
361,3,62,10,1,9949.86081123352,vision
362,3,63,72,2,12208.7659835815,vision
363,3,64,38,3,11395.7331180573,vision
364,3,65,27,1,4031.62908554077,vision
365,3,66,54,3,11220.153093338,vision
366,3,67,43,1,1035.24398803711,vision
367,3,68,92,3,1889.27388191223,vision
368,3,69,57,2,995.723009109497,vision
369,3,70,96,1,1162.88304328918,vision
370,3,71,11,2,11027.074098587,vision
371,3,72,71,1,3935.88495254517,vision
372,3,73,83,3,3944.91910934448,vision
373,3,74,61,3,3856.33707046509,vision
374,3,75,36,1,14522.4449634552,vision
375,3,76,26,1,10720.8251953125,vision
376,3,77,50,3,3556.30016326904,vision
377,3,78,14,1,1725.70204734802,vision
378,3,79,30,3,1880.85389137268,vision
379,3,80,78,2,1515.44618606567,vision
380,3,81,12,3,5765.47789573669,vision
381,3,82,16,2,7266.22986793518,vision
382,3,84,25,1,5679.00609970093,vision
383,3,85,24,1,19905.2679538727,vision
384,3,86,125,3,2999.14717674255,vision
385,3,90,91,3,2769.57416534424,vision
386,3,91,4,3,13912.3678207397,vision
387,3,93,2,2,4486.84501647949,vision
388,3,94,81,1,1285.20584106445,vision
389,3,97,88,1,23539.5169258118,vision
390,3,98,33,3,8724.2910861969,vision
391,3,99,82,1,4929.08501625061,vision
392,3,100,106,3,2089.80107307434,vision
393,3,102,144,1,2433.69007110596,vision
394,3,103,119,1,2846.08006477356,vision
395,3,106,127,3,7438.83299827576,vision
396,3,107,32,1,12225.7490158081,vision
397,3,109,51,3,10586.0230922699,vision
398,3,111,146,1,871.661901473999,vision
399,3,112,39,3,6471.64106369019,vision
400,3,113,103,2,7071.95091247559,vision
401,3,114,110,1,807.133913040161,vision
402,3,115,113,3,8381.37888908386,vision
403,3,118,80,3,2097.92709350586,vision
404,3,121,65,1,3804.85010147095,vision
405,3,122,122,3,1957.73696899414,vision
406,3,123,148,3,12610.4080677032,vision
407,3,126,23,3,5310.35304069519,vision
408,3,127,8,3,6444.79417800903,vision
409,3,129,137,1,9479.01821136475,vision
410,3,132,135,1,4824.19109344482,vision
411,3,133,89,1,6175.56095123291,vision
412,3,139,22,1,1348.46806526184,vision
413,3,140,87,2,2106.75501823425,vision
414,3,142,124,3,7420.86291313171,vision
415,3,143,126,2,7952.11887359619,vision
416,3,144,118,1,2972.29599952698,vision
417,3,145,143,3,13262.3069286346,vision
418,3,148,79,1,2114.45498466492,vision
419,3,149,34,2,9599.42698478699,vision
420,3,154,115,3,944.499015808105,vision
421,3,156,62,2,1019.47402954102,vision
422,3,158,19,3,4705.99102973938,vision
423,3,163,100,1,2877.7768611908,vision
424,3,166,17,3,5197.77607917786,vision
425,3,170,107,3,5398.80204200745,vision
426,3,173,132,3,3604.68721389771,vision
427,3,179,18,1,8370.97096443176,vision
428,3,183,98,3,1091.73703193665,vision
429,3,186,97,1,1988.94000053406,vision
430,3,190,105,2,7493.32714080811,vision
431,3,192,68,1,5465.54589271545,vision
432,3,196,139,3,4190.88888168335,vision
433,3,207,131,1,2583.97197723389,vision
434,3,210,29,1,4171.41509056091,vision
435,3,214,6,1,3616.49918556213,vision
436,3,215,93,1,1526.55100822449,vision
437,3,223,37,1,5881.38604164124,vision
438,3,254,145,1,2784.61503982544,vision
439,3,283,86,1,5728.8498878479,vision
440,3,289,44,1,4715.23499488831,vision
441,3,297,56,1,4497.30396270752,vision
442,3,302,15,1,11598.1459617615,vision
443,3,306,142,3,3220.38507461548,vision
444,3,307,130,1,3663.04206848145,vision
445,3,316,147,3,4151.05199813843,vision
446,3,319,55,1,4446.52605056763,vision
447,3,326,140,1,3230.27896881104,vision
448,3,332,99,1,2491.45698547363,vision
449,3,380,53,1,6911.99398040771,vision
450,4,1,137,2,697.595834732056,vision
451,4,2,17,2,994.888067245483,vision
452,4,3,77,2,497.035980224609,vision
453,4,4,116,3,1083.43601226807,vision
454,4,5,132,3,583.124876022339,vision
455,4,6,56,2,1957.90100097656,vision
456,4,7,41,3,693.786859512329,vision
457,4,8,139,1,2415.90595245361,vision
458,4,9,96,1,650.444984436035,vision
459,4,10,120,2,677.242040634155,vision
460,4,11,23,3,624.114036560059,vision
461,4,12,64,1,964.802980422974,vision
462,4,13,69,1,909.759998321533,vision
463,4,14,123,3,758.6829662323,vision
464,4,15,57,1,889.91904258728,vision
465,4,16,28,1,970.017910003662,vision
466,4,17,91,2,1085.89291572571,vision
467,4,18,112,2,1787.11819648743,vision
468,4,19,8,1,1049.15904998779,vision
469,4,20,84,1,640.795946121216,vision
470,4,21,124,2,888.675928115845,vision
471,4,22,2,2,2214.61606025696,vision
472,4,23,32,3,848.30904006958,vision
473,4,24,90,3,791.157007217407,vision
474,4,25,104,2,607.78284072876,vision
475,4,26,133,3,377.779006958008,vision
476,4,27,36,3,708.325862884521,vision
477,4,28,20,2,1426.98192596436,vision
478,4,29,102,3,1588.08708190918,vision
479,4,30,100,2,746.347904205322,vision
480,4,31,76,2,617.50602722168,vision
481,4,32,58,2,730.719804763794,vision
482,4,33,72,2,567.173004150391,vision
483,4,34,135,1,552.295923233032,vision
484,4,35,86,3,622.720003128052,vision
485,4,36,31,3,2034.43002700806,vision
486,4,37,10,1,2405.8210849762,vision
487,4,38,114,3,1433.58111381531,vision
488,4,39,121,2,1482.24401473999,vision
489,4,40,39,1,1294.77405548096,vision
490,4,41,25,3,1116.09196662903,vision
491,4,42,18,3,1558.13503265381,vision
492,4,43,78,2,591.401100158691,vision
493,4,44,27,3,611.40513420105,vision
494,4,45,37,1,689.887046813965,vision
495,4,46,70,3,678.566932678223,vision
496,4,47,26,2,804.70609664917,vision
497,4,48,49,3,1075.87695121765,vision
498,4,49,43,3,831.078052520752,vision
499,4,50,60,2,2188.73596191406,vision
500,4,51,97,2,825.355052947998,vision
501,4,52,53,3,840.192794799805,vision
502,4,53,59,1,1786.85283660889,vision
503,4,54,127,3,781.778812408447,vision
504,4,55,92,3,923.072099685669,vision
505,4,56,136,3,716.579914093018,vision
506,4,57,118,3,698.119163513184,vision
507,4,58,4,2,1333.61482620239,vision
508,4,59,128,2,713.102102279663,vision
509,4,60,22,3,894.715070724487,vision
510,4,61,143,3,553.877830505371,vision
511,4,62,99,1,1383.18490982056,vision
512,4,63,88,2,2052.70218849182,vision
513,4,64,145,3,578.719854354858,vision
514,4,65,44,1,786.908149719238,vision
515,4,66,146,2,1411.35501861572,vision
516,4,67,117,1,610.351085662842,vision
517,4,68,3,3,4170.96590995789,vision
518,4,69,141,2,632.157802581787,vision
519,4,70,21,1,2258.18610191345,vision
520,4,71,33,2,686.249971389771,vision
521,4,72,66,1,689.188957214355,vision
522,4,73,110,3,759.451866149902,vision
523,4,74,131,2,646.557092666626,vision
524,4,75,19,2,1181.47397041321,vision
525,4,76,34,1,711.667060852051,vision
526,4,77,55,2,1128.47805023193,vision
527,4,78,93,1,993.71600151062,vision
528,4,79,46,3,527.809858322144,vision
529,4,80,74,2,612.19596862793,vision
530,4,81,29,3,615.585088729858,vision
531,4,82,126,3,1385.07795333862,vision
532,4,84,138,2,789.714097976685,vision
533,4,85,111,1,1687.62993812561,vision
534,4,86,42,3,451.69997215271,vision
535,4,90,15,3,1135.50901412964,vision
536,4,91,85,2,709.110021591187,vision
537,4,93,80,2,452.618837356567,vision
538,4,94,68,1,732.78284072876,vision
539,4,97,48,2,1186.77496910095,vision
540,4,98,5,3,4084.05208587646,vision
541,4,99,87,3,592.031002044678,vision
542,4,100,65,3,533.307075500488,vision
543,4,102,83,2,695.044040679932,vision
544,4,103,75,1,1230.48400878906,vision
545,4,106,103,3,640.269994735718,vision
546,4,107,47,2,563.600063323975,vision
547,4,109,122,3,901.371002197266,vision
548,4,111,52,1,3043.89381408691,vision
549,4,112,9,3,1233.61301422119,vision
550,4,113,61,1,1216.27283096313,vision
551,4,114,73,1,742.231845855713,vision
552,4,115,95,3,892.569065093994,vision
553,4,118,149,3,587.699174880981,vision
554,4,121,108,1,619.91286277771,vision
555,4,122,130,3,526.897192001343,vision
556,4,123,101,2,890.027046203613,vision
557,4,126,144,3,772.646903991699,vision
558,4,127,119,3,834.512948989868,vision
559,4,129,51,2,3396.09885215759,vision
560,4,132,16,1,1279.62899208069,vision
561,4,133,98,1,768.84913444519,vision
562,4,139,109,1,888.08798789978,vision
563,4,140,12,2,1396.75307273865,vision
564,4,142,150,3,728.194952011108,vision
565,4,143,67,2,618.177890777588,vision
566,4,144,113,1,2148.42200279236,vision
567,4,145,106,3,644.076824188232,vision
568,4,148,11,1,2475.20399093628,vision
569,4,149,35,3,1161.5879535675,vision
570,4,154,142,3,623.581171035767,vision
571,4,156,79,2,822.589874267578,vision
572,4,158,125,3,813.695192337036,vision
573,4,163,140,1,906.94785118103,vision
574,4,166,13,3,2103.98101806641,vision
575,4,170,7,3,1677.82998085022,vision
576,4,173,115,3,538.491010665894,vision
577,4,179,147,2,1940.65403938293,vision
578,4,183,82,3,948.155164718628,vision
579,4,186,107,1,641.123056411743,vision
580,4,190,38,3,689.071893692017,vision
581,4,192,134,1,724.143981933594,vision
582,4,196,50,3,1940.88792800903,vision
583,4,207,1,1,2906.90684318542,vision
584,4,210,6,1,4937.4520778656,vision
585,4,214,105,1,688.560009002686,vision
586,4,215,14,1,1313.148021698,vision
587,4,223,94,1,1221.72498703003,vision
588,4,254,148,1,1000.51093101501,vision
589,4,283,54,1,1335.89887619019,vision
590,4,289,24,1,709.914207458496,vision
591,4,297,129,1,691.814184188843,vision
592,4,302,62,1,1098.4570980072,vision
593,4,306,71,3,578.498840332031,vision
594,4,307,30,1,488.346099853516,vision
595,4,316,45,3,628.748893737793,vision
596,4,319,40,1,1471.23908996582,vision
597,4,326,89,1,669.092893600464,vision
598,4,332,81,1,622.942924499512,vision
599,4,380,63,3,901.732921600342,vision
600,5,1,146,2,638.213872909546,vision
601,5,2,149,2,641.149044036865,vision
602,5,3,64,2,875.881195068359,vision
603,5,4,33,3,1297.59097099304,vision
604,5,5,147,3,865.900993347168,vision
605,5,6,41,2,1489.56704139709,vision
606,5,7,111,3,1434.00001525879,vision
607,5,8,94,1,1860.42904853821,vision
608,5,9,38,1,801.934957504272,vision
609,5,10,29,2,1056.76507949829,vision
610,5,11,118,3,1152.15110778809,vision
611,5,12,138,1,793.133974075317,vision
612,5,13,106,1,1142.58599281311,vision
613,5,14,122,3,903.580904006958,vision
614,5,15,140,2,980.613946914673,vision
615,5,16,25,2,3468.12200546265,vision
616,5,17,74,2,3002.54702568054,vision
617,5,18,127,1,642.670154571533,vision
618,5,19,18,1,1057.50703811646,vision
619,5,20,80,1,1494.17090415955,vision
620,5,21,19,2,755.427837371826,vision
621,5,22,134,2,1087.50891685486,vision
622,5,23,99,3,1010.0109577179,vision
623,5,24,49,3,974.281787872314,vision
624,5,25,141,2,1063.79079818726,vision
625,5,26,88,3,973.802089691162,vision
626,5,27,75,3,1304.50701713562,vision
627,5,28,26,2,1250.68998336792,vision
628,5,29,117,3,1307.25693702698,vision
629,5,30,110,2,706.575870513916,vision
630,5,31,79,1,3234.26508903503,vision
631,5,32,129,2,585.365056991577,vision
632,5,33,105,2,721.325874328613,vision
633,5,34,6,1,2414.53003883362,vision
634,5,35,112,2,1887.7260684967,vision
635,5,36,5,3,3822.56412506104,vision
636,5,37,108,2,1258.61978530884,vision
637,5,38,57,3,1695.98793983459,vision
638,5,39,121,2,683.105230331421,vision
639,5,40,98,1,984.018087387085,vision
640,5,41,7,3,2203.81689071655,vision
641,5,42,144,3,1185.78195571899,vision
642,5,43,20,1,1897.44591712952,vision
643,5,44,148,3,1285.84408760071,vision
644,5,45,14,2,1212.35203742981,vision
645,5,46,142,3,875.415086746216,vision
646,5,47,139,2,1035.28618812561,vision
647,5,48,78,1,3646.24691009521,vision
648,5,49,27,3,2078.68409156799,vision
649,5,50,17,2,1175.08316040039,vision
650,5,51,54,2,10137.1879577637,vision
651,5,52,135,3,843.26696395874,vision
652,5,53,52,2,1632.12490081787,vision
653,5,54,63,3,1075.91700553894,vision
654,5,55,71,2,1521.93188667297,vision
655,5,56,93,2,1340.46697616577,vision
656,5,57,131,3,697.628021240234,vision
657,5,58,133,2,656.67200088501,vision
658,5,59,16,1,1581.22110366821,vision
659,5,60,76,2,918.330907821655,vision
660,5,61,40,3,1487.18214035034,vision
661,5,62,109,1,1437.35599517822,vision
662,5,63,107,2,2875.25510787964,vision
663,5,64,61,2,1982.3009967804,vision
664,5,65,66,1,1228.84202003479,vision
665,5,66,1,2,5000.727891922,vision
666,5,67,84,1,938.953161239624,vision
667,5,68,46,3,943.789005279541,vision
668,5,69,8,1,1506.44493103027,vision
669,5,70,24,1,959.151029586792,vision
670,5,71,51,2,891.155004501343,vision
671,5,72,145,1,729.077100753784,vision
