trial,distance
1,56.05251693725586
2,67.20744323730469
3,96.45088195800781
4,104.89473724365234
5,55.90005111694336
6,42.94881057739258
7,48.711891174316406
8,35.11471939086914
9,46.048343658447266
10,59.2140998840332
11,83.30160522460938
12,45.10293960571289
13,61.76230239868164
14,57.77743148803711
15,71.25153350830078
16,61.1865234375
17,62.350929260253906
18,54.85459518432617
19,81.0492172241211
20,35.171119689941406
21,73.87271881103516
22,53.13618087768555
23,49.11943054199219
24,105.83331298828125
25,64.81327056884766
26,49.71341323852539
27,91.6756820678711
28,48.77656173706055
29,89.6738510131836
30,100.25457763671875
31,76.29389190673828
32,57.3764533996582
33,85.87847137451172
34,35.44241714477539
35,33.04475784301758
36,51.16482925415039
37,62.00190353393555
38,75.75882720947266
39,52.900997161865234
40,66.89683532714844
41,48.18016815185547
42,35.08696365356445
43,35.0869026184082
44,55.7036018371582
45,52.334537506103516
46,45.9278678894043
47,63.28763198852539
48,30.795930862426758
49,65.63946533203125
50,32.20615768432617
51,34.210289001464844
52,79.09344482421875
53,58.51884078979492
54,54.61381912231445
55,52.27046203613281
56,46.01275634765625
57,101.48848724365234
58,51.26956558227539
59,44.43069839477539
60,33.82069778442383
61,38.71086502075195
62,35.973384857177734
63,30.040771484375
64,42.41514587402344
65,55.604347229003906
66,38.29283142089844
67,119.43892669677734
68,52.72295379638672
69,70.31449127197266
70,32.792823791503906
71,26.873516082763672
72,50.915672302246094
73,96.27378845214844
74,55.95164489746094
75,46.1596794128418
76,58.6534538269043
77,58.713680267333984
78,63.516441345214844
79,105.5140151977539
80,56.8408317565918
81,47.010658264160156
82,64.05256652832031
84,54.86724090576172
85,47.03679275512695
86,87.3828125
90,48.42622756958008
91,37.313316345214844
93,102.79267120361328
94,48.84230041503906
97,44.8759880065918
98,35.26641845703125
99,35.39236068725586
100,47.915348052978516
102,63.04611587524414
103,54.781951904296875
106,50.591243743896484
107,54.74794387817383
109,57.28896713256836
111,95.2637710571289
112,69.47187805175781
113,25.721391677856445
114,93.90350341796875
115,70.6502456665039
118,41.78578186035156
121,58.148040771484375
122,44.17464828491211
123,28.50167465209961
126,59.23786544799805
127,38.47231674194336
129,81.0204086303711
132,38.04207229614258
133,59.87710189819336
139,52.11357498168945
140,105.5435562133789
142,58.978973388671875
143,35.75367736816406
144,48.97489929199219
145,52.39708709716797
148,93.87970733642578
149,35.85881423950195
154,75.26742553710938
156,55.5760383605957
158,49.79821014404297
163,55.87914276123047
166,60.26816940307617
170,43.38597106933594
173,49.5880241394043
179,40.82988357543945
183,107.69691467285156
186,65.85746002197266
190,31.81094741821289
192,46.68629455566406
196,70.35831451416016
207,71.41350555419922
210,67.04708099365234
214,33.34479904174805
215,66.51222229003906
223,63.49907302856445
254,52.37099838256836
283,28.841665267944336
289,48.510498046875
297,48.74374008178711
302,38.376922607421875
306,38.233360290527344
307,48.10116958618164
316,47.925689697265625
319,73.44384765625
326,30.643835067749023
332,56.50717544555664
380,53.55702209472656
