,trial,distance
0,1,31.873323440551758
1,2,67.45244598388672
2,3,96.41754913330078
3,4,81.18195343017578
4,5,39.268123626708984
5,6,28.624488830566406
6,7,34.474727630615234
7,8,30.1986141204834
8,9,23.027137756347656
9,10,28.31993293762207
10,11,37.14094161987305
11,12,26.447507858276367
12,13,51.670555114746094
13,14,30.638620376586914
14,15,27.963308334350586
15,16,43.02420425415039
16,17,38.881248474121094
17,18,34.550838470458984
18,19,76.85613250732422
19,20,24.151493072509766
20,21,66.08943939208984
21,22,44.43408203125
22,23,39.002769470214844
23,24,105.35065460205078
24,25,50.284393310546875
25,26,43.416465759277344
26,27,86.19488525390625
27,28,50.68082046508789
28,29,44.74024963378906
29,30,84.4971694946289
30,31,42.335872650146484
31,32,27.172821044921875
32,33,79.90123748779297
33,34,34.1943244934082
34,35,35.03365707397461
35,36,38.05289077758789
36,37,44.553646087646484
37,38,40.60964584350586
38,39,32.389198303222656
39,40,60.07182693481445
40,41,45.252628326416016
41,42,29.44951820373535
42,43,32.832427978515625
43,44,63.739585876464844
44,45,49.0551872253418
45,46,27.898752212524414
46,47,40.7523307800293
47,48,27.236101150512695
48,49,60.8676643371582
49,50,26.711999893188477
50,51,26.768198013305664
51,52,41.83007049560547
52,53,50.7616081237793
53,54,48.369468688964844
54,55,42.50758361816406
55,56,35.17168045043945
56,57,71.62642669677734
57,58,37.030452728271484
58,59,39.56596374511719
59,60,27.743345260620117
60,61,44.41414260864258
61,62,28.23769760131836
62,63,24.17840576171875
63,64,36.710899353027344
64,65,28.532567977905273
65,66,27.914819717407227
66,67,102.29535675048828
67,68,30.472158432006836
68,69,75.77225494384766
69,70,26.609285354614258
70,71,30.17730712890625
71,72,21.689550399780273
72,73,95.28186798095703
73,74,29.193737030029297
74,75,48.6987190246582
75,76,29.182865142822266
76,77,42.01254653930664
77,78,36.25015640258789
78,79,92.08422088623047
79,80,34.329856872558594
80,81,27.99117088317871
81,82,43.192840576171875
82,84,43.341983795166016
83,85,36.84002685546875
84,86,47.46126174926758
85,90,34.544837951660156
86,91,30.335710525512695
87,93,110.46220397949219
88,94,48.39679718017578
89,97,30.180919647216797
90,98,26.562747955322266
91,99,20.029296875
92,100,48.053157806396484
93,102,46.436676025390625
94,103,38.51238250732422
95,106,45.64582824707031
96,107,46.95219802856445
97,109,45.65656661987305
98,111,88.3843994140625
99,112,55.36341094970703
100,113,21.58369255065918
101,114,83.00993347167969
102,115,70.85758209228516
103,118,38.06998062133789
104,121,32.74994659423828
105,122,26.913108825683594
106,123,24.190532684326172
107,126,27.3367977142334
108,127,34.04194259643555
109,129,44.22998809814453
110,132,28.967815399169922
111,133,33.44979476928711
112,139,32.50681686401367
113,140,102.64796447753906
114,142,35.606014251708984
115,143,37.34536361694336
116,144,33.67389678955078
117,145,49.012229919433594
118,148,57.41632843017578
119,149,25.769878387451172
120,154,56.47764205932617
121,156,33.68910598754883
122,158,33.05269241333008
123,163,29.36918830871582
124,166,32.841773986816406
125,170,33.60698318481445
126,173,43.636837005615234
127,179,26.479793548583984
128,183,105.41754150390625
129,186,41.32463073730469
130,190,23.225025177001953
131,192,26.815406799316406
132,196,34.158382415771484
133,207,50.08598709106445
134,210,39.41020202636719
135,214,27.03537368774414
136,215,36.741302490234375
137,223,59.30421829223633
138,254,39.56853103637695
139,283,22.853727340698242
140,289,30.426794052124023
141,297,38.46464920043945
142,302,27.917665481567383
143,306,32.26664733886719
144,307,41.62367248535156
145,316,48.011817932128906
146,319,58.03510284423828
147,326,21.846023559570312
148,332,54.396480560302734
149,380,56.72801971435547
