,trial,distance
0,1,36.08464050292969
1,2,43.557716369628906
2,3,98.53816986083984
3,4,107.23426818847656
4,5,71.2146987915039
5,6,68.97241973876953
6,7,52.19404983520508
7,8,76.40857696533203
8,9,56.17854690551758
9,10,47.65072250366211
10,11,116.0743179321289
11,12,78.7900161743164
12,13,54.23066711425781
13,14,99.06715393066406
14,15,65.21346282958984
15,16,55.43218231201172
16,17,34.65835952758789
17,18,69.26237487792969
18,19,112.58934020996094
19,20,70.49415588378906
20,21,84.23619842529297
21,22,51.13425827026367
22,23,69.27423095703125
23,24,129.4530487060547
24,25,64.15743255615234
25,26,95.88035583496094
26,27,118.55228424072266
27,28,84.92311096191406
28,29,43.27989196777344
29,30,72.58501434326172
30,31,45.65632629394531
31,32,30.822771072387695
32,33,80.27738952636719
33,34,54.584129333496094
34,35,59.2564811706543
35,36,47.75009536743164
36,37,57.026466369628906
37,38,79.99987030029297
38,39,35.45627212524414
39,40,90.26962280273438
40,41,89.30266571044922
41,42,68.77638244628906
42,43,38.16240310668945
43,44,100.54072570800781
44,45,45.937347412109375
45,46,66.15744018554688
46,47,37.90443420410156
47,48,37.556270599365234
48,49,94.40560913085938
49,50,57.02085494995117
50,51,34.91975021362305
51,52,76.93197631835938
52,53,52.45473098754883
53,54,47.56526184082031
54,55,63.881919860839844
55,56,61.03592300415039
56,57,113.9759521484375
57,58,42.089664459228516
58,59,38.508872985839844
59,60,83.80709838867188
60,61,54.09599304199219
61,62,30.326568603515625
62,63,68.21269226074219
63,64,68.95922088623047
64,65,63.728939056396484
65,66,67.66780090332031
66,67,123.50652313232422
67,68,64.64641571044922
68,69,89.56927490234375
69,70,90.27561950683594
70,71,55.00449752807617
71,72,89.24329376220703
72,73,99.0602798461914
73,74,43.87038803100586
74,75,49.985740661621094
75,76,56.86920928955078
76,77,55.30234146118164
77,78,77.14401245117188
78,79,86.21250915527344
79,80,36.02099609375
80,81,103.61300659179688
81,82,55.80180358886719
82,84,54.919185638427734
83,85,49.57512664794922
84,86,56.45976257324219
85,90,64.6456527709961
86,91,53.86106491088867
87,93,87.91827392578125
88,94,51.55568313598633
89,97,52.78376770019531
90,98,58.347686767578125
91,99,49.26378631591797
92,100,62.952293395996094
93,102,39.97718811035156
94,103,94.35741424560547
95,106,81.55648803710938
96,107,35.85042953491211
97,109,84.05096435546875
98,111,107.17720031738281
99,112,76.42539978027344
100,113,64.06119537353516
101,114,132.25755310058594
102,115,71.31041717529297
103,118,82.4297103881836
104,121,76.05159759521484
105,122,83.95491790771484
106,123,49.69211959838867
107,126,95.75511932373047
108,127,71.03913116455078
109,129,32.928253173828125
110,132,79.23764038085938
111,133,69.82769775390625
112,139,64.55748748779297
113,140,87.21654510498047
114,142,60.822906494140625
115,143,62.17675018310547
116,144,113.43740844726562
117,145,55.95920944213867
118,148,72.48644256591797
119,149,59.0819206237793
120,154,101.10685729980469
121,156,39.274696350097656
122,158,116.50408172607422
123,163,79.075439453125
124,166,61.652767181396484
125,170,88.47553253173828
126,173,80.11688995361328
127,179,87.45206451416016
128,183,106.8276596069336
129,186,80.5815200805664
130,190,82.57757568359375
131,192,56.98681640625
132,196,59.60657501220703
133,207,64.91114044189453
134,210,78.19110107421875
135,214,59.546966552734375
136,215,87.7184829711914
137,223,97.87110900878906
138,254,85.60450744628906
139,283,69.9635009765625
140,289,73.1195068359375
141,297,77.1694107055664
142,302,69.51901245117188
143,306,90.19279479980469
144,307,72.3522720336914
145,316,117.00911712646484
146,319,74.20561218261719
147,326,56.083980560302734
148,332,40.204872131347656
149,380,69.82605743408203
