,trial,distance
0,1,57.22809982299805
1,2,42.64982986450195
2,3,70.65166473388672
3,4,52.59336471557617
4,5,50.636375427246094
5,6,60.80936050415039
6,7,59.61433410644531
7,8,58.60160446166992
8,9,43.78401565551758
9,10,46.57669448852539
10,11,50.40734100341797
11,12,66.40404510498047
12,13,57.44506072998047
13,14,57.9150505065918
14,15,67.28773498535156
15,16,61.87336349487305
16,17,77.76808166503906
17,18,63.78923797607422
18,19,90.0914306640625
19,20,33.826133728027344
20,21,46.25555419921875
21,22,60.200870513916016
22,23,45.26774597167969
23,24,48.90626907348633
24,25,65.01970672607422
25,26,59.471134185791016
26,27,71.63386535644531
27,28,81.84358215332031
28,29,76.2433090209961
29,30,56.42034149169922
30,31,77.38690948486328
31,32,49.23963928222656
32,33,50.05989074707031
33,34,53.51471710205078
34,35,79.72948455810547
35,36,36.47541809082031
36,37,53.493995666503906
37,38,32.11079406738281
38,39,63.8350944519043
39,40,52.47432327270508
40,41,38.72887420654297
41,42,62.57065200805664
42,43,54.07039260864258
43,44,67.767822265625
44,45,51.09421920776367
45,46,90.14851379394531
46,47,56.08343505859375
47,48,46.86148452758789
48,49,32.343772888183594
49,50,77.91436767578125
50,51,54.13488006591797
51,52,35.150978088378906
52,53,44.99006652832031
53,54,54.22957229614258
54,55,55.655982971191406
55,56,52.073150634765625
56,57,65.77008056640625
57,58,63.017906188964844
58,59,50.152809143066406
59,60,46.57948684692383
60,61,47.46968460083008
61,62,56.69667434692383
62,63,71.8306884765625
63,64,72.22180938720703
64,65,67.71513366699219
65,66,73.47756958007812
66,67,115.46107482910156
67,68,64.98019409179688
68,69,66.35193634033203
69,70,75.25442504882812
70,71,37.425453186035156
71,72,42.6220703125
72,73,66.05426025390625
73,74,46.96092224121094
74,75,52.16838836669922
75,76,23.243677139282227
76,77,58.003055572509766
77,78,90.94010162353516
78,79,56.54661178588867
79,80,55.950443267822266
80,81,50.33983612060547
81,82,67.18123626708984
82,84,53.47623062133789
83,85,49.80888366699219
84,86,51.724185943603516
85,90,55.99318313598633
86,91,50.264305114746094
87,93,53.71768569946289
88,94,47.04286575317383
89,97,65.85332489013672
90,98,58.78314971923828
91,99,32.87510299682617
92,100,42.09638595581055
93,102,62.52772903442383
94,103,58.514404296875
95,106,66.78306579589844
96,107,48.6156120300293
97,109,63.56652069091797
98,111,66.97662353515625
99,112,53.86940002441406
100,113,61.73355484008789
101,114,115.17508697509766
102,115,72.47681427001953
103,118,39.34321594238281
104,121,47.2526741027832
105,122,39.251853942871094
106,123,49.25837326049805
107,126,50.0603141784668
108,127,64.38866424560547
109,129,60.00797653198242
110,132,55.44362258911133
111,133,38.27688217163086
112,139,97.3338623046875
113,140,49.49916458129883
114,142,71.12659454345703
115,143,42.19169998168945
116,144,43.64602279663086
117,145,68.79170227050781
118,148,70.18924713134766
119,149,81.82987213134766
120,154,69.25159454345703
121,156,41.48857498168945
122,158,48.200687408447266
123,163,55.423309326171875
124,166,52.61641311645508
125,170,41.5328369140625
126,173,55.512393951416016
127,179,47.382083892822266
128,183,55.965370178222656
129,186,50.770938873291016
130,190,59.27681350708008
131,192,43.287933349609375
132,196,41.599700927734375
133,207,41.99716567993164
134,210,42.39323425292969
135,214,47.15651321411133
136,215,54.286380767822266
137,223,55.88064193725586
138,254,55.46612548828125
139,283,27.382068634033203
140,289,49.14269256591797
141,297,34.17930603027344
142,302,53.32118606567383
143,306,52.503692626953125
144,307,29.998746871948242
145,316,53.544612884521484
146,319,57.92067337036133
147,326,64.7126235961914
148,332,66.25847625732422
149,380,45.3513069152832
