trial,distance
1,63.104164123535156
2,78.72176361083984
3,66.88309478759766
4,59.10002517700195
5,66.26065063476562
6,80.64192199707031
7,73.94056701660156
8,47.734439849853516
9,108.75434875488281
10,72.82656860351562
11,98.71891784667969
12,123.78921508789062
13,59.230690002441406
14,102.26545715332031
15,82.68416595458984
16,76.68783569335938
17,49.63212585449219
18,82.74323272705078
19,87.29033660888672
20,89.9022445678711
21,48.62803268432617
22,61.07659149169922
23,84.95130920410156
24,52.98970031738281
25,70.07263946533203
26,68.76150512695312
27,79.28408813476562
28,92.62125396728516
29,74.28134155273438
30,62.964332580566406
31,66.70196533203125
32,52.73664474487305
33,52.94979476928711
34,108.39717864990234
35,71.32574462890625
36,67.8381118774414
37,67.92626953125
38,74.5543441772461
39,63.77873229980469
40,93.61566162109375
41,77.0098648071289
42,103.2145004272461
43,55.062259674072266
44,97.81452941894531
45,82.75376892089844
46,93.10079956054688
47,57.15235137939453
48,41.06089401245117
49,67.4751205444336
50,73.94824981689453
51,47.26673889160156
52,81.02008819580078
53,53.86135482788086
54,87.52328491210938
55,85.21155548095703
56,62.758033752441406
57,83.13169860839844
58,62.16447067260742
59,49.10797882080078
60,81.84236907958984
61,99.2347183227539
62,68.19921112060547
63,88.4892578125
64,79.78475189208984
65,120.27486419677734
66,76.84093475341797
67,125.87362670898438
68,82.93358612060547
69,65.75115966796875
70,121.75977325439453
71,39.37857437133789
72,104.24801635742188
73,78.54640197753906
74,69.10941314697266
75,57.56058120727539
76,84.04009246826172
77,70.25508880615234
78,114.50611114501953
79,66.00765991210938
80,59.70404815673828
81,97.87661743164062
82,74.33622741699219
84,70.53736114501953
85,65.62991333007812
86,95.55599212646484
90,95.66250610351562
91,73.9261703491211
93,55.10344314575195
94,69.29785919189453
97,74.60826873779297
98,77.1001205444336
99,87.42448425292969
100,92.33101654052734
102,64.47554779052734
103,99.74723815917969
106,95.60773468017578
107,34.80381393432617
109,97.50592041015625
111,67.27397155761719
112,84.88320922851562
113,75.71862030029297
114,118.24470520019531
115,75.2576675415039
118,69.92135620117188
121,88.40117645263672
122,93.31114196777344
123,38.10045623779297
126,95.0680923461914
127,91.24676513671875
129,43.44167709350586
132,104.34980010986328
133,80.68077850341797
139,110.73470306396484
140,67.24625396728516
142,80.72411346435547
143,52.21488952636719
144,95.39117431640625
145,98.0213623046875
148,96.3934555053711
149,81.36497497558594
154,69.17306518554688
156,50.93130874633789
158,98.33068084716797
163,88.70792388916016
166,89.28759002685547
170,81.64677429199219
173,90.54367065429688
179,85.93624114990234
183,62.225528717041016
186,85.86622619628906
190,101.26297760009766
192,81.49808502197266
196,83.58002471923828
207,69.38154602050781
210,79.42381286621094
214,90.70368957519531
215,87.60025024414062
223,90.05170440673828
254,97.47346496582031
283,63.53546142578125
289,73.52157592773438
297,85.38249969482422
302,90.22261047363281
306,96.60567474365234
307,76.67974853515625
316,85.52156066894531
319,89.88065338134766
326,115.94590759277344
332,108.68270111083984
380,95.4820556640625
